,geneA,geneB,number of patients
9990,ERBB4,!BIRC3,3
9991,ERBB4,!BRIP1,3
9992,ERBB4,!CHEK2,3
9993,ERBB4,!CHEK219,3
9994,ERBB4,!MAP3K1,3
9995,ERBB4,!MKI67,3
9996,ERBB4,!MRE11A,3
9997,ERBB4,!RPTOR,3
9998,ERBB4,!MSH3,3
9999,ERBB4,!SDHC,3
10000,ERBB4,!SRC,3
10001,ERBB4,!MDM2,3
10002,ERBB4,!TOP1,3
10003,ERBB4,!JUN,3
10004,ERBB4,!MDM4,3
10005,ERBB4,!FRS2,3
10006,ERBB4,!FRS220,3
10007,ERBB4,!HDAC4,3
10008,ERBB4,!AKT1,3
10009,ERBB4,!JAK1,3
10010,ERBB4,!MAFB,3
10011,ERBB4,!NCSTN,3
10012,ERBB4,!TGFBR2,3
10013,ERBB4,!ETV6,3
10014,ERBB4,!ETV621,3
10015,ERBB4,!IDH2,3
10016,ERBB4,!MYCN,3
10017,ERBB4,!SMARCB1,3
10018,ERBB4,!STAG2,3
10019,ERBB4,!NOTCH1,3
10020,ERBB4,!RAD50,3
10021,ERBB4,!RELN,3
10022,ERBB4,!ARAF,3
10023,ERBB4,!EZH2,3
10024,ERBB4,!NCOR2,3
10025,ERBB4,!CSF1R,3
10026,ERBB4,!MYD88,3
10027,ERBB4,!P2RY8,3
10028,ERBB4,!TAF1,3
10029,ERBB4,!CDKN2C,3
10030,ERBB4,!CIC,3
10031,ERBB4,!FAF1,3
10032,ERBB4,!IKBKE,3
10033,ERBB4,!BCORL1,3
10034,ERBB4,!KLHL6,3
10035,ERBB4,!PDGFRA,3
10036,ERBB4,!STAT6,3
10037,ERBB4,!CD36,3
10038,ERBB4,!AXIN1,3
10039,ERBB4,!AXIN122,3
10040,ERBB4,!PC,3
10041,ERBB4,!MALT1,3
10042,ERBB4,!MALT123,3
10043,ERBB4,!ARID2,3
10044,ERBB4,!CDK8,3
10045,ERBB4,!CPS1,3
10046,ERBB4,!ERBB3,3
10047,ERBB4,!MPL,3
10048,ERBB4,!PCBP1,3
10049,ERBB4,!XBP1,3
10050,ERBB4,!MUTYH,3
10051,ERBB4,!HIST1H2BK,3
10052,ERBB4,!MAPK1,3
10053,ERBB4,!MAPK124,3
10054,ERBB4,!BRSK1,3
10055,ERBB4,!CRLF2,3
10056,ERBB4,!EP300,3
10057,ERBB4,!TYK2,3
10058,ERBB4,!ZNF703,3
10059,ERBB4,!ZNF70325,3
10060,ERBB4,!FGF10,3
10061,ERBB4,!FGF1026,3
10062,ERBB4,!CUX1,3
10063,ERBB4,!HIST1H1C,3
10064,ERBB4,!PDCD1LG2,3
10065,ERBB4,!ROS1,3
10066,ERBB4,!TSC1,3
10067,ERBB4,!MLH1,3
10068,ERBB4,!ZRSR2,3
10069,ERBB4,!CXCR4,3
10070,ERBB4,!EBF1,3
10071,ERBB4,!EPHA5,3
10072,ERBB4,!SOX10,3
10073,ERBB4,!SPEN,3
10074,ERBB4,!AKT2,3
10075,ERBB4,!AKT3,3
10076,ERBB4,!CD79A,3
10077,ERBB4,!GTSE1,3
10078,ERBB4,!IGF1R,3
10079,ERBB4,!MLL,3
10080,ERBB4,!SMARCA1,3
10081,ERBB4,!BCL6,3
10082,ERBB4,!CD22,3
10083,ERBB4,!HDAC7,3
10084,ERBB4,!JAK2,3
10085,ERBB4,!JAK3,3
10086,ERBB4,!TCF3,3
10087,ERBB4,!ABL1,3
10088,ERBB4,!FGFR1,3
10089,ERBB4,!FLT4,3
10090,ERBB4,!INPP4B,3
10091,ERBB4,!MET,3
10092,ERBB4,!MET27,3
10093,ERBB4,!FGF3,3
10094,ERBB4,!FOXO1,3
10095,ERBB4,!POT1,3
10096,ERBB4,!RAD21,3
10097,ERBB4,!SERP2,3
10098,ERBB4,!SF3B1,3
10099,ERBB4,!SMC1A,3
10100,ERBB4,!MAGED1,3
10101,ERBB4,!LRRK2,3
10102,ERBB4,!TSHR,3
10103,ERBB4,!EMSY,3
10104,ERBB4,!CTNNA1,3
10105,ERBB4,!EED,3
10106,ERBB4,!EPHB1,3
10107,ERBB4,!MIB1,3
10108,ERBB4,!TUSC3,3
10109,ERBB4,!MYC,3
10110,ERBB4,!BRAF,3
10111,ERBB4,!KMT2C,3
10112,ERBB4,!NSD1,3
10113,ERBB4,!SMO,3
10114,ERBB4,!STAT4,3
10115,ERBB4,!DTX1,3
10116,ERBB4,!FLT1,3
10117,ERBB4,!PBRM1,3
10118,ERBB4,!FANCF,3
10119,ERBB4,!SETBP1,3
10120,ERBB4,!CDKN1B,3
10121,ERBB4,!APC,3
10122,ERBB4,!PTPN2,3
10123,ERBB4,!RET,3
10124,ERBB4,!DUSP2,3
10125,ERBB4,!ESR1,3
10126,ERBB4,!KDM2B,3
10127,ERBB4,!PDCD1,3
10128,HNF1A,None,5
10129,HNF1A,!HSP90AA1,4
10130,HNF1A,!NKX2-1,4
10131,HNF1A,!NUP93,4
10132,HNF1A,!CDKN2B,4
10133,HNF1A,!DOT1L,4
10134,HNF1A,!FANCC,4
10135,HNF1A,!FBXW7,4
10136,HNF1A,!MTOR,4
10137,HNF1A,!NTRK1,3
10138,HNF1A,!PRKDC,4
10139,HNF1A,!STAT5B,5
10140,HNF1A,!CARD11,5
10141,HNF1A,!EPHA3,5
10142,HNF1A,!FANCA,5
10143,HNF1A,!FANCG,5
10144,HNF1A,!GRIN2A,5
10145,HNF1A,!IL7R,5
10146,HNF1A,!ATR,5
10147,HNF1A,!FANCE,5
10148,HNF1A,!BCOR,5
10149,HNF1A,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,4
10150,HNF1A,!DAXX,5
10151,HNF1A,!INPP5D,5
10152,HNF1A,!PTCH1,5
10153,HNF1A,!SDHA,5
10154,HNF1A,!TFC3,5
10155,HNF1A,!TNFRSF11A,5
10156,HNF1A,!BIRC3,5
10157,HNF1A,!BRIP1,5
10158,HNF1A,!CHEK2,5
10159,HNF1A,!CHEK219,5
10160,HNF1A,!MAP3K1,4
10161,HNF1A,!MKI67,5
10162,HNF1A,!MRE11A,5
10163,HNF1A,!RPTOR,5
10164,HNF1A,!MSH3,5
10165,HNF1A,!SDHC,5
10166,HNF1A,!SRC,5
10167,HNF1A,!MDM2,4
10168,HNF1A,!TOP1,5
10169,HNF1A,!JUN,5
10170,HNF1A,!MDM4,5
10171,HNF1A,!FRS2,5
10172,HNF1A,!FRS220,4
10173,HNF1A,!HDAC4,5
10174,HNF1A,!AKT1,4
10175,HNF1A,!JAK1,5
10176,HNF1A,!MAFB,5
10177,HNF1A,!NCSTN,5
10178,HNF1A,!TGFBR2,5
10179,HNF1A,!ETV6,5
10180,HNF1A,!ETV621,5
10181,HNF1A,!IDH2,5
10182,HNF1A,!MYCN,5
10183,HNF1A,!SMARCB1,5
10184,HNF1A,!STAG2,5
10185,HNF1A,!NOTCH1,5
10186,HNF1A,!RAD50,5
10187,HNF1A,!RELN,5
10188,HNF1A,!ARAF,5
10189,HNF1A,!EZH2,5
10190,HNF1A,!NCOR2,5
10191,HNF1A,!CSF1R,5
10192,HNF1A,!MYD88,5
10193,HNF1A,!P2RY8,5
10194,HNF1A,!TAF1,5
10195,HNF1A,!CDKN2C,5
10196,HNF1A,!CIC,5
10197,HNF1A,!FAF1,5
10198,HNF1A,!IKBKE,5
10199,HNF1A,!BCORL1,5
10200,HNF1A,!KLHL6,5
10201,HNF1A,!PDGFRA,5
10202,HNF1A,!STAT6,5
10203,HNF1A,!CD36,5
10204,HNF1A,!AXIN1,5
10205,HNF1A,!AXIN122,5
10206,HNF1A,!PC,5
10207,HNF1A,!MALT1,5
10208,HNF1A,!MALT123,5
10209,HNF1A,!ARID2,5
10210,HNF1A,!CDK8,5
10211,HNF1A,!CPS1,4
10212,HNF1A,!ERBB3,5
10213,HNF1A,!MPL,5
10214,HNF1A,!PCBP1,5
10215,HNF1A,!XBP1,4
10216,HNF1A,!MUTYH,5
10217,HNF1A,!HIST1H2BK,5
10218,HNF1A,!MAPK1,5
10219,HNF1A,!MAPK124,5
10220,HNF1A,!BRSK1,4
10221,HNF1A,!CRLF2,5
10222,HNF1A,!EP300,5
10223,HNF1A,!TYK2,5
10224,HNF1A,!ZNF703,5
10225,HNF1A,!ZNF70325,4
10226,HNF1A,!FGF10,5
10227,HNF1A,!FGF1026,5
10228,HNF1A,!CUX1,5
10229,HNF1A,!HIST1H1C,5
10230,HNF1A,!PDCD1LG2,5
10231,HNF1A,!ROS1,5
10232,HNF1A,!TSC1,4
10233,HNF1A,!MLH1,5
10234,HNF1A,!ZRSR2,5
10235,HNF1A,!CXCR4,5
10236,HNF1A,!EBF1,5
10237,HNF1A,!EPHA5,5
10238,HNF1A,!SOX10,5
10239,HNF1A,!SPEN,5
10240,HNF1A,!AKT2,5
10241,HNF1A,!AKT3,5
10242,HNF1A,!CD79A,5
10243,HNF1A,!GTSE1,5
10244,HNF1A,!IGF1R,5
10245,HNF1A,!MLL,5
10246,HNF1A,!SMARCA1,5
10247,HNF1A,!BCL6,5
10248,HNF1A,!CD22,5
10249,HNF1A,!HDAC7,5
10250,HNF1A,!JAK2,5
10251,HNF1A,!JAK3,5
10252,HNF1A,!TCF3,5
10253,HNF1A,!ABL1,5
10254,HNF1A,!FGFR1,5
10255,HNF1A,!FLT4,4
10256,HNF1A,!INPP4B,5
10257,HNF1A,!MET,5
10258,HNF1A,!MET27,5
10259,HNF1A,!FGF3,5
10260,HNF1A,!FOXO1,5
10261,HNF1A,!POT1,5
10262,HNF1A,!RAD21,5
10263,HNF1A,!SERP2,5
10264,HNF1A,!SF3B1,5
10265,HNF1A,!SMC1A,5
10266,HNF1A,!MAGED1,4
10267,HNF1A,!LRRK2,4
10268,HNF1A,!TSHR,5
10269,HNF1A,!EMSY,4
10270,HNF1A,!CTNNA1,4
10271,HNF1A,!EED,4
10272,HNF1A,!EPHB1,4
10273,HNF1A,!MIB1,4
10274,HNF1A,!TUSC3,4
10275,HNF1A,!MYC,5
10276,HNF1A,!BRAF,5
10277,HNF1A,!KMT2C,5
10278,HNF1A,!NSD1,5
10279,HNF1A,!SMO,5
10280,HNF1A,!STAT4,5
10281,HNF1A,!ALK,5
10282,HNF1A,!DTX1,4
10283,HNF1A,!BCL7A,4
10284,HNF1A,!ECT2L,5
10285,HNF1A,!FLT1,5
10286,HNF1A,!FOXO3,5
10287,HNF1A,!JAZF1,5
10288,HNF1A,!KDM6A,5
10289,HNF1A,!PBRM1,5
10290,HNF1A,!PBRM128,5
10291,HNF1A,!FANCF,5
10292,HNF1A,!SETBP1,5
10293,HNF1A,!CDKN1B,5
10294,HNF1A,!APC,5
10295,HNF1A,!PTPN2,5
10296,HNF1A,!RET,5
10297,HNF1A,!DUSP2,5
10298,HNF1A,!ESR1,5
10299,HNF1A,!KDM2B,4
10300,HNF1A,!PDCD1,5
10301,NUP93,None,3
10302,NUP93,!CDKN2B,3
10303,NUP93,!DOT1L,3
10304,NUP93,!FANCC,3
10305,NUP93,!FBXW7,3
10306,NUP93,!MTOR,3
10307,NUP93,!NTRK1,3
10308,NUP93,!PRKDC,3
10309,NUP93,!STAT5B,3
10310,NUP93,!CARD11,3
10311,NUP93,!EPHA3,3
10312,NUP93,!FANCA,3
10313,NUP93,!FANCG,3
10314,NUP93,!GRIN2A,3
10315,NUP93,!IL7R,3
10316,NUP93,!ATR,3
10317,NUP93,!FANCE,3
10318,NUP93,!BCOR,3
10319,NUP93,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,3
10320,NUP93,!DAXX,3
10321,NUP93,!INPP5D,3
10322,NUP93,!SDHA,3
10323,NUP93,!TFC3,3
10324,NUP93,!TNFRSF11A,3
10325,NUP93,!BIRC3,3
10326,NUP93,!BRIP1,3
10327,NUP93,!CHEK2,3
10328,NUP93,!CHEK219,3
10329,NUP93,!MAP3K1,3
10330,NUP93,!MRE11A,3
10331,NUP93,!RPTOR,3
10332,NUP93,!MSH3,3
10333,NUP93,!SDHC,3
10334,NUP93,!SRC,3
10335,NUP93,!MDM2,3
10336,NUP93,!TOP1,3
10337,NUP93,!JUN,3
10338,NUP93,!MDM4,3
10339,NUP93,!FRS2,3
10340,NUP93,!FRS220,3
10341,NUP93,!HDAC4,3
10342,NUP93,!AKT1,3
10343,NUP93,!JAK1,3
10344,NUP93,!MAFB,3
10345,NUP93,!NCSTN,3
10346,NUP93,!TGFBR2,3
10347,NUP93,!ETV6,3
10348,NUP93,!ETV621,3
10349,NUP93,!IDH2,3
10350,NUP93,!MYCN,3
10351,NUP93,!SMARCB1,3
10352,NUP93,!STAG2,3
10353,NUP93,!NOTCH1,3
10354,NUP93,!RAD50,3
10355,NUP93,!RELN,3
10356,NUP93,!ARAF,3
10357,NUP93,!EZH2,3
10358,NUP93,!CDKN2C,3
10359,NUP93,!CIC,3
10360,NUP93,!FAF1,3
10361,NUP93,!IKBKE,3
10362,NUP93,!BCORL1,3
10363,NUP93,!KLHL6,3
10364,NUP93,!PDGFRA,3
10365,NUP93,!STAT6,3
10366,NUP93,!CD36,3
10367,NUP93,!AXIN1,3
10368,NUP93,!PC,3
10369,NUP93,!MALT1,3
10370,NUP93,!MALT123,3
10371,NUP93,!ARID2,3
10372,NUP93,!CDK8,3
10373,NUP93,!CPS1,3
10374,NUP93,!ERBB3,3
10375,NUP93,!MPL,3
10376,NUP93,!PCBP1,3
10377,NUP93,!XBP1,3
10378,NUP93,!MUTYH,3
10379,NUP93,!HIST1H2BK,3
10380,NUP93,!MAPK1,3
10381,NUP93,!MAPK124,3
10382,NUP93,!BRSK1,3
10383,NUP93,!CRLF2,3
10384,NUP93,!EP300,3
10385,NUP93,!TYK2,3
10386,NUP93,!ZNF703,3
10387,NUP93,!ZNF70325,3
10388,NUP93,!FGF10,3
10389,NUP93,!FGF1026,3
10390,NUP93,!CUX1,3
10391,NUP93,!HIST1H1C,3
10392,NUP93,!PDCD1LG2,3
10393,NUP93,!ROS1,3
10394,NUP93,!TSC1,3
10395,NUP93,!MLH1,3
10396,NUP93,!ZRSR2,3
10397,NUP93,!CXCR4,3
10398,NUP93,!EBF1,3
10399,NUP93,!EPHA5,3
10400,NUP93,!SOX10,3
10401,NUP93,!SPEN,3
10402,NUP93,!AKT2,3
10403,NUP93,!AKT3,3
10404,NUP93,!CD79A,3
10405,NUP93,!GTSE1,3
10406,NUP93,!IGF1R,3
10407,NUP93,!MLL,3
10408,NUP93,!SMARCA1,3
10409,NUP93,!BCL6,3
10410,NUP93,!CD22,3
10411,NUP93,!JAK2,3
10412,NUP93,!JAK3,3
10413,NUP93,!TCF3,3
10414,NUP93,!ABL1,3
10415,NUP93,!FGFR1,3
10416,NUP93,!FLT4,3
10417,NUP93,!INPP4B,3
10418,NUP93,!MET,3
10419,NUP93,!MET27,3
10420,NUP93,!FGF3,3
10421,NUP93,!FOXO1,3
10422,NUP93,!POT1,3
10423,NUP93,!RAD21,3
10424,NUP93,!SERP2,3
10425,NUP93,!SF3B1,3
10426,NUP93,!SMC1A,3
10427,NUP93,!MAGED1,3
10428,NUP93,!LRRK2,3
10429,NUP93,!TSHR,3
10430,NUP93,!EMSY,3
10431,NUP93,!CTNNA1,3
10432,NUP93,!EED,3
10433,NUP93,!EPHB1,3
10434,NUP93,!MIB1,3
10435,NUP93,!TUSC3,3
10436,NUP93,!MYC,3
10437,NUP93,!BRAF,3
10438,NUP93,!KMT2C,3
10439,NUP93,!NSD1,3
10440,NUP93,!SMO,3
10441,NUP93,!STAT4,3
10442,NUP93,!ALK,3
10443,NUP93,!DTX1,3
10444,NUP93,!BCL7A,3
10445,NUP93,!ECT2L,3
10446,NUP93,!FLT1,3
10447,NUP93,!FOXO3,3
10448,NUP93,!JAZF1,3
10449,NUP93,!KDM6A,3
10450,NUP93,!PBRM1,3
10451,NUP93,!PBRM128,3
10452,NUP93,!FANCF,3
10453,NUP93,!SETBP1,3
10454,NUP93,!CDKN1B,3
10455,NUP93,!APC,3
10456,NUP93,!PTPN2,3
10457,NUP93,!RET,3
10458,NUP93,!DUSP2,3
10459,NUP93,!ESR1,3
10460,NUP93,!KDM2B,3
10461,NUP93,!PDCD1,3
10462,DOT1L,None,3
10463,DOT1L,!STAT5B,3
10464,DOT1L,!CARD11,3
10465,DOT1L,!EPHA3,3
10466,DOT1L,!FANCA,3
10467,DOT1L,!FANCG,3
10468,DOT1L,!GRIN2A,3
10469,DOT1L,!IL7R,3
10470,DOT1L,!ATR,3
10471,DOT1L,!FANCE,3
10472,DOT1L,!BCOR,3
10473,DOT1L,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,3
10474,DOT1L,!DAXX,3
10475,DOT1L,!INPP5D,3
10476,DOT1L,!PTCH1,3
10477,DOT1L,!SDHA,3
10478,DOT1L,!TFC3,3
10479,DOT1L,!BIRC3,3
10480,DOT1L,!BRIP1,3
10481,DOT1L,!CHEK2,3
10482,DOT1L,!CHEK219,3
10483,DOT1L,!MAP3K1,3
10484,DOT1L,!MKI67,3
10485,DOT1L,!MRE11A,3
10486,DOT1L,!RPTOR,3
10487,DOT1L,!SDHC,3
10488,DOT1L,!SRC,3
10489,DOT1L,!MDM2,3
10490,DOT1L,!TOP1,3
10491,DOT1L,!JUN,3
10492,DOT1L,!MDM4,3
10493,DOT1L,!FRS2,3
10494,DOT1L,!FRS220,3
10495,DOT1L,!HDAC4,3
10496,DOT1L,!AKT1,3
10497,DOT1L,!JAK1,3
10498,DOT1L,!MAFB,3
10499,DOT1L,!NCSTN,3
10500,DOT1L,!TGFBR2,3
10501,DOT1L,!ETV6,3
10502,DOT1L,!ETV621,3
10503,DOT1L,!IDH2,3
10504,DOT1L,!MYCN,3
10505,DOT1L,!STAG2,3
10506,DOT1L,!RAD50,3
10507,DOT1L,!RELN,3
10508,DOT1L,!ARAF,3
10509,DOT1L,!EZH2,3
10510,DOT1L,!CSF1R,3
10511,DOT1L,!MYD88,3
10512,DOT1L,!P2RY8,3
10513,DOT1L,!TAF1,3
10514,DOT1L,!CDKN2C,3
10515,DOT1L,!CIC,3
10516,DOT1L,!FAF1,3
10517,DOT1L,!IKBKE,3
10518,DOT1L,!BCORL1,3
10519,DOT1L,!KLHL6,3
10520,DOT1L,!PDGFRA,3
10521,DOT1L,!STAT6,3
10522,DOT1L,!CD36,3
10523,DOT1L,!AXIN1,3
10524,DOT1L,!AXIN122,3
10525,DOT1L,!PC,3
10526,DOT1L,!MALT123,3
10527,DOT1L,!ARID2,3
10528,DOT1L,!CDK8,3
10529,DOT1L,!CPS1,3
10530,DOT1L,!ERBB3,3
10531,DOT1L,!MPL,3
10532,DOT1L,!PCBP1,3
10533,DOT1L,!XBP1,3
10534,DOT1L,!MUTYH,3
10535,DOT1L,!HIST1H2BK,3
10536,DOT1L,!MAPK124,3
10537,DOT1L,!BRSK1,3
10538,DOT1L,!CRLF2,3
10539,DOT1L,!EP300,3
10540,DOT1L,!TYK2,3
10541,DOT1L,!FGF10,3
10542,DOT1L,!FGF1026,3
10543,DOT1L,!CUX1,3
10544,DOT1L,!HIST1H1C,3
10545,DOT1L,!PDCD1LG2,3
10546,DOT1L,!ROS1,3
10547,DOT1L,!TSC1,3
10548,DOT1L,!MLH1,3
10549,DOT1L,!ZRSR2,3
10550,DOT1L,!CXCR4,3
10551,DOT1L,!EBF1,3
10552,DOT1L,!EPHA5,3
10553,DOT1L,!SOX10,3
10554,DOT1L,!SPEN,3
10555,DOT1L,!AKT2,3
10556,DOT1L,!AKT3,3
10557,DOT1L,!CD79A,3
10558,DOT1L,!GTSE1,3
10559,DOT1L,!IGF1R,3
10560,DOT1L,!BCL6,3
10561,DOT1L,!CD22,3
10562,DOT1L,!HDAC7,3
10563,DOT1L,!JAK2,3
10564,DOT1L,!TCF3,3
10565,DOT1L,!ABL1,3
10566,DOT1L,!FGFR1,3
10567,DOT1L,!FLT4,3
10568,DOT1L,!INPP4B,3
10569,DOT1L,!MET,3
10570,DOT1L,!MET27,3
10571,DOT1L,!FGF3,3
10572,DOT1L,!FOXO1,3
10573,DOT1L,!POT1,3
10574,DOT1L,!RAD21,3
10575,DOT1L,!SERP2,3
10576,DOT1L,!SF3B1,3
10577,DOT1L,!SMC1A,3
10578,DOT1L,!MAGED1,3
10579,DOT1L,!LRRK2,3
10580,DOT1L,!TSHR,3
10581,DOT1L,!EMSY,3
10582,DOT1L,!CTNNA1,3
10583,DOT1L,!EED,3
10584,DOT1L,!EPHB1,3
10585,DOT1L,!MIB1,3
10586,DOT1L,!TUSC3,3
10587,DOT1L,!MYC,3
10588,DOT1L,!BRAF,3
10589,DOT1L,!KMT2C,3
10590,DOT1L,!NSD1,3
10591,DOT1L,!SMO,3
10592,DOT1L,!STAT4,3
10593,DOT1L,!ALK,3
10594,DOT1L,!DTX1,3
10595,DOT1L,!BCL7A,3
10596,DOT1L,!ECT2L,3
10597,DOT1L,!FLT1,3
10598,DOT1L,!FOXO3,3
10599,DOT1L,!JAZF1,3
10600,DOT1L,!KDM6A,3
10601,DOT1L,!PBRM1,3
10602,DOT1L,!PBRM128,3
10603,DOT1L,!FANCF,3
10604,DOT1L,!SETBP1,3
10605,DOT1L,!CDKN1B,3
10606,DOT1L,!APC,3
10607,DOT1L,!PTPN2,3
10608,DOT1L,!RET,3
10609,DOT1L,!DUSP2,3
10610,DOT1L,!KDM2B,3
10611,DOT1L,!PDCD1,3
10612,MTOR,None,3
10613,MTOR,!STAT5B,3
10614,MTOR,!CARD11,3
10615,MTOR,!EPHA3,3
10616,MTOR,!FANCA,3
10617,MTOR,!FANCG,3
10618,MTOR,!GRIN2A,3
10619,MTOR,!IL7R,3
10620,MTOR,!ATR,3
10621,MTOR,!FANCE,3
10622,MTOR,!BCOR,3
10623,MTOR,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,3
10624,MTOR,!DAXX,3
10625,MTOR,!INPP5D,3
10626,MTOR,!PTCH1,3
10627,MTOR,!SDHA,3
10628,MTOR,!TFC3,3
10629,MTOR,!TNFRSF11A,3
10630,MTOR,!BIRC3,3
10631,MTOR,!BRIP1,3
10632,MTOR,!CHEK2,3
10633,MTOR,!CHEK219,3
10634,MTOR,!MAP3K1,3
10635,MTOR,!MKI67,3
10636,MTOR,!MRE11A,3
10637,MTOR,!RPTOR,3
10638,MTOR,!MSH3,3
10639,MTOR,!SDHC,3
10640,MTOR,!SRC,3
10641,MTOR,!MDM2,3
10642,MTOR,!TOP1,3
10643,MTOR,!JUN,3
10644,MTOR,!MDM4,3
10645,MTOR,!FRS2,3
10646,MTOR,!FRS220,3
10647,MTOR,!HDAC4,3
10648,MTOR,!AKT1,3
10649,MTOR,!JAK1,3
10650,MTOR,!MAFB,3
10651,MTOR,!NCSTN,3
10652,MTOR,!TGFBR2,3
10653,MTOR,!ETV621,3
10654,MTOR,!IDH2,3
10655,MTOR,!MYCN,3
10656,MTOR,!SMARCB1,3
10657,MTOR,!STAG2,3
10658,MTOR,!NOTCH1,3
10659,MTOR,!RAD50,3
10660,MTOR,!RELN,3
10661,MTOR,!ARAF,3
10662,MTOR,!EZH2,3
10663,MTOR,!NCOR2,3
10664,MTOR,!CSF1R,3
10665,MTOR,!MYD88,3
10666,MTOR,!P2RY8,3
10667,MTOR,!TAF1,3
10668,MTOR,!CDKN2C,3
10669,MTOR,!CIC,3
10670,MTOR,!FAF1,3
10671,MTOR,!IKBKE,3
10672,MTOR,!BCORL1,3
10673,MTOR,!KLHL6,3
10674,MTOR,!PDGFRA,3
10675,MTOR,!STAT6,3
10676,MTOR,!CD36,3
10677,MTOR,!AXIN1,3
10678,MTOR,!AXIN122,3
10679,MTOR,!PC,3
10680,MTOR,!MALT1,3
10681,MTOR,!MALT123,3
10682,MTOR,!ARID2,3
10683,MTOR,!CDK8,3
10684,MTOR,!CPS1,3
10685,MTOR,!ERBB3,3
10686,MTOR,!MPL,3
10687,MTOR,!PCBP1,3
10688,MTOR,!XBP1,3
10689,MTOR,!HIST1H2BK,3
10690,MTOR,!MAPK1,3
10691,MTOR,!MAPK124,3
10692,MTOR,!BRSK1,3
10693,MTOR,!CRLF2,3
10694,MTOR,!EP300,3
10695,MTOR,!TYK2,3
10696,MTOR,!ZNF703,3
10697,MTOR,!ZNF70325,3
10698,MTOR,!FGF10,3
10699,MTOR,!FGF1026,3
10700,MTOR,!CUX1,3
10701,MTOR,!HIST1H1C,3
10702,MTOR,!PDCD1LG2,3
10703,MTOR,!ROS1,3
10704,MTOR,!TSC1,3
10705,MTOR,!MLH1,3
10706,MTOR,!ZRSR2,3
10707,MTOR,!CXCR4,3
10708,MTOR,!EBF1,3
10709,MTOR,!EPHA5,3
10710,MTOR,!SOX10,3
10711,MTOR,!SPEN,3
10712,MTOR,!AKT2,3
10713,MTOR,!AKT3,3
10714,MTOR,!CD79A,3
10715,MTOR,!GTSE1,3
10716,MTOR,!IGF1R,3
10717,MTOR,!MLL,3
10718,MTOR,!SMARCA1,3
10719,MTOR,!BCL6,3
10720,MTOR,!CD22,3
10721,MTOR,!HDAC7,3
10722,MTOR,!JAK2,3
10723,MTOR,!JAK3,3
10724,MTOR,!TCF3,3
10725,MTOR,!ABL1,3
10726,MTOR,!FGFR1,3
10727,MTOR,!FLT4,3
10728,MTOR,!INPP4B,3
10729,MTOR,!MET,3
10730,MTOR,!MET27,3
10731,MTOR,!FGF3,3
10732,MTOR,!FOXO1,3
10733,MTOR,!POT1,3
10734,MTOR,!RAD21,3
10735,MTOR,!SERP2,3
10736,MTOR,!SF3B1,3
10737,MTOR,!SMC1A,3
10738,MTOR,!MAGED1,3
10739,MTOR,!LRRK2,3
10740,MTOR,!TSHR,3
10741,MTOR,!EMSY,3
10742,MTOR,!CTNNA1,3
10743,MTOR,!EED,3
10744,MTOR,!EPHB1,3
10745,MTOR,!MIB1,3
10746,MTOR,!TUSC3,3
10747,MTOR,!MYC,3
10748,MTOR,!BRAF,3
10749,MTOR,!KMT2C,3
10750,MTOR,!NSD1,3
10751,MTOR,!SMO,3
10752,MTOR,!STAT4,3
10753,MTOR,!ALK,3
10754,MTOR,!DTX1,3
10755,MTOR,!BCL7A,3
10756,MTOR,!ECT2L,3
10757,MTOR,!FLT1,3
10758,MTOR,!FOXO3,3
10759,MTOR,!JAZF1,3
10760,MTOR,!KDM6A,3
10761,MTOR,!PBRM128,3
10762,MTOR,!FANCF,3
10763,MTOR,!SETBP1,3
10764,MTOR,!APC,3
10765,MTOR,!PTPN2,3
10766,MTOR,!RET,3
10767,MTOR,!DUSP2,3
10768,MTOR,!ESR1,3
10769,MTOR,!KDM2B,3
10770,MTOR,!PDCD1,3
10771,NTRK1,None,6
10772,NTRK1,!PRKDC,5
10773,NTRK1,!STAT5B,6
10774,NTRK1,!CARD11,6
10775,NTRK1,!EPHA3,6
10776,NTRK1,!FANCA,6
10777,NTRK1,!FANCG,6
10778,NTRK1,!GRIN2A,6
10779,NTRK1,!IL7R,6
10780,NTRK1,!ATR,5
10781,NTRK1,!FANCE,6
10782,NTRK1,!BCOR,5
10783,NTRK1,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,6
10784,NTRK1,!DAXX,5
10785,NTRK1,!INPP5D,5
10786,NTRK1,!PTCH1,5
10787,NTRK1,!SDHA,5
10788,NTRK1,!TFC3,5
10789,NTRK1,!TNFRSF11A,5
10790,NTRK1,!BIRC3,6
10791,NTRK1,!BRIP1,5
10792,NTRK1,!CHEK2,6
10793,NTRK1,!CHEK219,6
10794,NTRK1,!MAP3K1,6
10795,NTRK1,!MKI67,6
10796,NTRK1,!MRE11A,6
10797,NTRK1,!RPTOR,6
10798,NTRK1,!MSH3,6
10799,NTRK1,!SDHC,6
10800,NTRK1,!SRC,6
10801,NTRK1,!MDM2,6
10802,NTRK1,!TOP1,6
10803,NTRK1,!JUN,6
