,geneA,geneB,number of patients
0,TP53,None,42
1,TP53,RB1,23
2,TP53,GPR124,3
3,TP53,MLL2,3
4,TP53,PIK3R2,3
5,TP53,STK11,3
6,TP53,BRCA1,3
7,TP53,BRCA2,5
8,TP53,FLYWCH1,3
9,TP53,KDM5A,3
10,TP53,MED12,4
11,TP53,ATRX,14
12,TP53,PTEN,9
13,TP53,FAS13,3
14,TP53,RICTOR ,3
15,TP53,IRS2 ,3
16,TP53,NF1 ,3
17,TP53,CDKN2A,4
18,TP53,CREBBP,4
19,TP53,DNMT3A,3
20,TP53,MAP2K4,4
21,TP53,MLL3,5
22,TP53,TSC2,4
23,TP53,AR,3
24,TP53,MYO18A,3
25,TP53,PCLO,7
26,TP53,WDR90,4
27,TP53,ERBB4,3
28,TP53,HNF1A,3
29,TP53,NUP93,3
30,TP53,MTOR,3
31,TP53,NTRK1,4
32,TP53,PRKDC,3
33,TP53,FANCA,5
34,TP53,PTCH1,3
35,TP53,MKI67,3
36,TP53,MSH3,3
37,TP53,NOTCH1,3
38,TP53,RELN,3
39,TP53,NCOR2,4
40,TP53,CSF1R,3
41,TP53,EP300,3
42,TP53,!RB1,19
43,TP53,!CDK4,42
44,TP53,!CEBPA,41
45,TP53,!FGF19,41
46,TP53,!GPR124,39
47,TP53,!MLL2,39
48,TP53,!PIK3CA,40
49,TP53,!PIK3R2,39
50,TP53,!STK11,39
51,TP53,!BRCA2 loss,41
52,TP53,!BLM,41
53,TP53,!BRCA1,39
54,TP53,!MEN1,41
55,TP53,!ASXL1,40
56,TP53,!AXL,41
57,TP53,!BARD1,40
58,TP53,!BRCA2,37
59,TP53,!FLT3,41
60,TP53,!FLYWCH1,39
61,TP53,!FOXL2,40
62,TP53,!GNAS,40
63,TP53,!KDM5A,39
64,TP53,!MED12,38
65,TP53,!PDCD11,40
66,TP53,!SMC3,41
67,TP53,!PTPRD,41
68,TP53,!ALK-STK32B ALK FUSION,41
69,TP53,!C17orf39 amp,40
70,TP53,!C17orf39,41
71,TP53,!ATRX,28
72,TP53,!ATRX11,41
73,TP53,!TNFAIP3,42
74,TP53,!CIITA DELETION,41
75,TP53,!PTEN,33
76,TP53,!CKS1B,41
77,TP53,!CAD,42
78,TP53,!FAS,41
79,TP53,!CRKL,41
80,TP53,!MCL1,41
81,TP53,!FGF14,41
82,TP53,!FGF1412,41
83,TP53,!TBL1XR1,41
84,TP53,!FAS13,39
85,TP53,!CCNE1 ,40
86,TP53,!RICTOR ,39
87,TP53,!MYST3 ,41
88,TP53,!IRS2 ,39
89,TP53,!MSH2,42
90,TP53,!PTPRO,42
91,TP53,!KDR ,40
92,TP53,!KIT ,41
93,TP53,!ERBB2 ,40
94,TP53,!NF1 ,39
95,TP53,!CDKN2A,38
96,TP53,!FHIT,41
97,TP53,!CREBBP,38
98,TP53,!AURKB ,42
99,TP53,!BCL2,41
100,TP53,!BCL2L2 ,42
101,TP53,!KDM5A14,42
102,TP53,!DNMT3A,39
103,TP53,!ARID1A,41
104,TP53,!BTK,42
105,TP53,!CREBBP15,42
106,TP53,!DDR2,40
107,TP53,!FLCN,40
108,TP53,!FLT316,42
109,TP53,!GATA3,42
110,TP53,!GNAS17,42
111,TP53,!LRP1B,42
112,TP53,!LRP1B18,42
113,TP53,!MAP2K4,38
114,TP53,!MLL3,37
115,TP53,!NF1,41
116,TP53,!NOD1,42
117,TP53,!NOTCH2,41
118,TP53,!PDGFRB,41
119,TP53,!SETD2,41
120,TP53,!TSC2,38
121,TP53,!ASMTL,42
122,TP53,!CDK12,41
123,TP53,!CIITA,40
124,TP53,!ETS1,42
125,TP53,!HIST1H1D,42
126,TP53,!IKZF2,42
127,TP53,!IDH1,42
128,TP53,!IRF4,42
129,TP53,!MAP2K1,42
130,TP53,!MSH6,42
131,TP53,!SUFU,41
132,TP53,!AR,39
133,TP53,!PIK3CG,40
134,TP53,!ARHGAP26,40
135,TP53,!ATM,40
136,TP53,!CD274,41
137,TP53,!EXOSC6,40
138,TP53,!MYO18A,39
139,TP53,!PCLO,35
140,TP53,!PRSS8,41
141,TP53,!TNFRSF17,41
142,TP53,!WDR90,38
143,TP53,!GATA2,41
144,TP53,!MAP3K6,40
145,TP53,!SOX2,40
146,TP53,!TLL2,41
147,TP53,!CSF3R,41
148,TP53,!CTCF,41
149,TP53,!DNM2,41
150,TP53,!ERBB4,39
151,TP53,!HNF1A,39
152,TP53,!HSP90AA1,42
153,TP53,!NKX2-1,40
154,TP53,!NUP93,39
155,TP53,!CDKN2B,41
156,TP53,!DOT1L,40
157,TP53,!FANCC,41
158,TP53,!FBXW7,41
159,TP53,!MTOR,39
160,TP53,!NTRK1,38
161,TP53,!PRKDC,39
162,TP53,!STAT5B,42
163,TP53,!CARD11,41
164,TP53,!EPHA3,41
165,TP53,!FANCA,37
166,TP53,!FANCG,41
167,TP53,!GRIN2A,41
168,TP53,!IL7R,40
169,TP53,!ATR,40
170,TP53,!FANCE,41
171,TP53,!BCOR,42
172,TP53,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,42
173,TP53,!DAXX,42
174,TP53,!INPP5D,41
175,TP53,!PTCH1,39
176,TP53,!SDHA,42
177,TP53,!TFC3,42
178,TP53,!TNFRSF11A,40
179,TP53,!BIRC3,41
180,TP53,!BRIP1,40
181,TP53,!CHEK2,42
182,TP53,!CHEK219,41
183,TP53,!MAP3K1,41
184,TP53,!MKI67,39
185,TP53,!MRE11A,41
186,TP53,!RPTOR,41
187,TP53,!MSH3,39
188,TP53,!SDHC,41
189,TP53,!SRC,42
190,TP53,!MDM2,42
191,TP53,!TOP1,41
192,TP53,!JUN,42
193,TP53,!MDM4,42
194,TP53,!FRS2,42
195,TP53,!FRS220,42
196,TP53,!HDAC4,42
197,TP53,!AKT1,42
198,TP53,!JAK1,42
199,TP53,!MAFB,42
200,TP53,!NCSTN,42
201,TP53,!TGFBR2,42
202,TP53,!ETV6,41
203,TP53,!ETV621,41
204,TP53,!IDH2,41
205,TP53,!MYCN,41
206,TP53,!SMARCB1,41
207,TP53,!STAG2,42
208,TP53,!NOTCH1,39
209,TP53,!RAD50,40
210,TP53,!RELN,39
211,TP53,!ARAF,41
212,TP53,!EZH2,41
213,TP53,!NCOR2,38
214,TP53,!CSF1R,39
215,TP53,!MYD88,41
216,TP53,!P2RY8,41
217,TP53,!TAF1,41
218,TP53,!CDKN2C,42
219,TP53,!CIC,41
220,TP53,!FAF1,41
221,TP53,!IKBKE,42
222,TP53,!BCORL1,42
223,TP53,!KLHL6,41
224,TP53,!PDGFRA,41
225,TP53,!STAT6,42
226,TP53,!CD36,40
227,TP53,!AXIN1,42
228,TP53,!AXIN122,40
229,TP53,!PC,40
230,TP53,!MALT1,41
231,TP53,!MALT123,42
232,TP53,!ARID2,42
233,TP53,!CDK8,42
234,TP53,!CPS1,42
235,TP53,!ERBB3,42
236,TP53,!MPL,41
237,TP53,!PCBP1,42
238,TP53,!XBP1,41
239,TP53,!MUTYH,41
240,TP53,!HIST1H2BK,41
241,TP53,!MAPK1,41
242,TP53,!MAPK124,41
243,TP53,!BRSK1,40
244,TP53,!CRLF2,41
245,TP53,!EP300,39
246,TP53,!TYK2,41
247,TP53,!ZNF703,41
248,TP53,!ZNF70325,40
249,TP53,!FGF10,42
250,TP53,!FGF1026,41
251,TP53,!CUX1,41
252,TP53,!HIST1H1C,41
253,TP53,!PDCD1LG2,41
254,TP53,!ROS1,41
255,TP53,!TSC1,40
256,TP53,!MLH1,41
257,TP53,!ZRSR2,41
258,TP53,!CXCR4,41
259,TP53,!EBF1,41
260,TP53,!EPHA5,41
261,TP53,!SOX10,41
262,TP53,!SPEN,41
263,TP53,!AKT2,41
264,TP53,!AKT3,41
265,TP53,!CD79A,41
266,TP53,!GTSE1,40
267,TP53,!IGF1R,41
268,TP53,!MLL,42
269,TP53,!SMARCA1,42
270,TP53,!BCL6,41
271,TP53,!CD22,41
272,TP53,!HDAC7,40
273,TP53,!JAK2,40
274,TP53,!JAK3,40
275,TP53,!TCF3,40
276,TP53,!ABL1,42
277,TP53,!FGFR1,42
278,TP53,!FLT4,41
279,TP53,!INPP4B,42
280,TP53,!MET,42
281,TP53,!MET27,42
282,TP53,!FGF3,42
283,TP53,!FOXO1,42
284,TP53,!POT1,42
285,TP53,!RAD21,42
286,TP53,!SERP2,42
287,TP53,!SF3B1,42
288,TP53,!SMC1A,42
289,TP53,!MAGED1,42
290,TP53,!LRRK2,41
291,TP53,!TSHR,41
292,TP53,!EMSY,41
293,TP53,!CTNNA1,41
294,TP53,!EED,41
295,TP53,!EPHB1,41
296,TP53,!MIB1,41
297,TP53,!TUSC3,41
298,TP53,!MYC,42
299,TP53,!BRAF,42
300,TP53,!KMT2C,42
301,TP53,!NSD1,42
302,TP53,!SMO,41
303,TP53,!STAT4,42
304,TP53,!ALK,41
305,TP53,!DTX1,42
306,TP53,!BCL7A,41
307,TP53,!ECT2L,41
308,TP53,!FLT1,42
309,TP53,!FOXO3,41
310,TP53,!JAZF1,41
311,TP53,!KDM6A,41
312,TP53,!PBRM1,41
313,TP53,!PBRM128,41
314,TP53,!FANCF,41
315,TP53,!SETBP1,41
316,TP53,!CDKN1B,40
317,TP53,!APC,40
318,TP53,!PTPN2,41
319,TP53,!RET,41
320,TP53,!DUSP2,42
321,TP53,!ESR1,41
322,TP53,!KDM2B,42
323,TP53,!PDCD1,42
324,RB1,None,31
325,RB1,PIK3R2,3
326,RB1,STK11,3
327,RB1,FLYWCH1,3
328,RB1,C17orf39 amp,5
329,RB1,ATRX,8
330,RB1,PTEN,6
331,RB1,RICTOR ,3
332,RB1,FLCN,5
333,RB1,MAP2K4,4
334,RB1,MLL3,6
335,RB1,PCLO,5
336,RB1,WDR90,4
337,RB1,GATA2,3
338,RB1,ERBB4,3
339,RB1,NTRK1,4
340,RB1,FANCA,4
341,RB1,PTCH1,3
342,RB1,MSH3,4
343,RB1,MPL,3
344,RB1,!CDK4,31
345,RB1,!CEBPA,30
346,RB1,!FGF19,30
347,RB1,!GPR124,29
348,RB1,!MLL2,29
349,RB1,!PIK3CA,30
350,RB1,!PIK3R2,28
351,RB1,!STK11,28
352,RB1,!BRCA2 loss,29
353,RB1,!BLM,30
354,RB1,!BRCA1,29
355,RB1,!MEN1,29
356,RB1,!ASXL1,30
357,RB1,!AXL,31
358,RB1,!BARD1,29
359,RB1,!BRCA2,29
360,RB1,!FLT3,31
361,RB1,!FLYWCH1,28
362,RB1,!FOXL2,29
363,RB1,!GNAS,30
364,RB1,!KDM5A,29
365,RB1,!MED12,29
366,RB1,!PDCD11,30
367,RB1,!SMC3,31
368,RB1,!PTPRD,31
369,RB1,!ALK-STK32B ALK FUSION,31
370,RB1,!C17orf39 amp,26
371,RB1,!C17orf39,30
372,RB1,!ATRX,23
373,RB1,!ATRX11,30
374,RB1,!TNFAIP3,31
375,RB1,!CIITA DELETION,30
376,RB1,!PTEN,25
377,RB1,!CKS1B,30
378,RB1,!CAD,30
379,RB1,!FAS,31
380,RB1,!CRKL,31
381,RB1,!MCL1,30
382,RB1,!FGF14,31
383,RB1,!FGF1412,30
384,RB1,!TBL1XR1,30
385,RB1,!FAS13,30
386,RB1,!CCNE1 ,31
387,RB1,!RICTOR ,28
388,RB1,!MYST3 ,30
389,RB1,!IRS2 ,30
390,RB1,!MSH2,31
391,RB1,!PTPRO,31
392,RB1,!KDR ,30
393,RB1,!KIT ,31
394,RB1,!ERBB2 ,30
395,RB1,!NF1 ,30
396,RB1,!CDKN2A,30
397,RB1,!FHIT,31
398,RB1,!CREBBP,29
399,RB1,!AURKB ,30
400,RB1,!BCL2,31
401,RB1,!BCL2L2 ,30
402,RB1,!KDM5A14,30
403,RB1,!DNMT3A,30
404,RB1,!ARID1A,29
405,RB1,!BTK,30
406,RB1,!CREBBP15,30
407,RB1,!DDR2,29
408,RB1,!FLCN,26
409,RB1,!FLT316,30
410,RB1,!GATA3,29
411,RB1,!GNAS17,30
412,RB1,!LRP1B,30
413,RB1,!LRP1B18,29
414,RB1,!MAP2K4,27
415,RB1,!MLL3,25
416,RB1,!NF1,29
417,RB1,!NOD1,29
418,RB1,!NOTCH2,30
419,RB1,!PDGFRB,29
420,RB1,!SETD2,30
421,RB1,!TSC2,29
422,RB1,!ASMTL,31
423,RB1,!CDK12,31
424,RB1,!CIITA,29
425,RB1,!ETS1,31
426,RB1,!HIST1H1D,29
427,RB1,!IKZF2,30
428,RB1,!IDH1,31
429,RB1,!IRF4,31
430,RB1,!MAP2K1,31
431,RB1,!MSH6,31
432,RB1,!SUFU,30
433,RB1,!AR,30
434,RB1,!PIK3CG,30
435,RB1,!ARHGAP26,29
436,RB1,!ATM,30
437,RB1,!CD274,31
438,RB1,!EXOSC6,30
439,RB1,!MYO18A,29
440,RB1,!PCLO,26
441,RB1,!PRSS8,30
442,RB1,!TNFRSF17,30
443,RB1,!WDR90,27
444,RB1,!GATA2,28
445,RB1,!MAP3K6,29
446,RB1,!SOX2,29
447,RB1,!TLL2,29
448,RB1,!CSF3R,30
449,RB1,!CTCF,30
450,RB1,!DNM2,30
451,RB1,!ERBB4,28
452,RB1,!HNF1A,29
453,RB1,!HSP90AA1,31
454,RB1,!NKX2-1,30
455,RB1,!NUP93,29
456,RB1,!CDKN2B,31
457,RB1,!DOT1L,30
458,RB1,!FANCC,30
459,RB1,!FBXW7,31
460,RB1,!MTOR,30
461,RB1,!NTRK1,27
462,RB1,!PRKDC,29
463,RB1,!STAT5B,30
464,RB1,!CARD11,29
465,RB1,!EPHA3,30
466,RB1,!FANCA,27
467,RB1,!FANCG,30
468,RB1,!GRIN2A,29
469,RB1,!IL7R,29
470,RB1,!ATR,30
471,RB1,!FANCE,31
472,RB1,!BCOR,30
473,RB1,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,31
474,RB1,!DAXX,29
475,RB1,!INPP5D,30
476,RB1,!PTCH1,28
477,RB1,!SDHA,30
478,RB1,!TFC3,30
479,RB1,!TNFRSF11A,29
480,RB1,!BIRC3,31
481,RB1,!BRIP1,30
482,RB1,!CHEK2,31
483,RB1,!CHEK219,31
484,RB1,!MAP3K1,31
485,RB1,!MKI67,29
486,RB1,!MRE11A,31
487,RB1,!RPTOR,31
488,RB1,!MSH3,27
489,RB1,!SDHC,31
490,RB1,!SRC,31
491,RB1,!MDM2,31
492,RB1,!TOP1,30
493,RB1,!JUN,31
494,RB1,!MDM4,31
495,RB1,!FRS2,31
496,RB1,!FRS220,31
497,RB1,!HDAC4,31
498,RB1,!AKT1,31
499,RB1,!JAK1,31
500,RB1,!MAFB,31
501,RB1,!NCSTN,31
502,RB1,!TGFBR2,31
503,RB1,!ETV6,30
504,RB1,!ETV621,30
505,RB1,!IDH2,30
506,RB1,!MYCN,30
507,RB1,!SMARCB1,31
508,RB1,!STAG2,31
509,RB1,!NOTCH1,29
510,RB1,!RAD50,31
511,RB1,!RELN,29
512,RB1,!ARAF,30
513,RB1,!EZH2,29
514,RB1,!NCOR2,30
515,RB1,!CSF1R,29
516,RB1,!MYD88,30
517,RB1,!P2RY8,30
518,RB1,!TAF1,30
519,RB1,!CDKN2C,30
520,RB1,!CIC,31
521,RB1,!FAF1,30
522,RB1,!IKBKE,31
523,RB1,!BCORL1,31
524,RB1,!KLHL6,31
525,RB1,!PDGFRA,31
526,RB1,!STAT6,30
527,RB1,!CD36,29
528,RB1,!AXIN1,31
529,RB1,!AXIN122,30
530,RB1,!PC,29
531,RB1,!MALT1,31
532,RB1,!MALT123,31
533,RB1,!ARID2,30
534,RB1,!CDK8,30
535,RB1,!CPS1,29
536,RB1,!ERBB3,30
537,RB1,!MPL,28
538,RB1,!PCBP1,30
539,RB1,!XBP1,29
540,RB1,!MUTYH,31
541,RB1,!HIST1H2BK,31
542,RB1,!MAPK1,31
543,RB1,!MAPK124,31
544,RB1,!BRSK1,30
545,RB1,!CRLF2,31
546,RB1,!EP300,29
547,RB1,!TYK2,31
548,RB1,!ZNF703,31
549,RB1,!ZNF70325,31
550,RB1,!FGF10,31
551,RB1,!FGF1026,30
552,RB1,!CUX1,30
553,RB1,!HIST1H1C,30
554,RB1,!PDCD1LG2,30
555,RB1,!ROS1,30
556,RB1,!TSC1,30
557,RB1,!MLH1,31
558,RB1,!ZRSR2,30
559,RB1,!CXCR4,30
560,RB1,!EBF1,30
561,RB1,!EPHA5,29
562,RB1,!SOX10,30
563,RB1,!SPEN,30
564,RB1,!AKT2,31
565,RB1,!AKT3,31
566,RB1,!CD79A,31
567,RB1,!GTSE1,30
568,RB1,!IGF1R,31
569,RB1,!MLL,30
570,RB1,!SMARCA1,30
571,RB1,!BCL6,30
572,RB1,!CD22,31
573,RB1,!HDAC7,31
574,RB1,!JAK2,31
575,RB1,!JAK3,31
576,RB1,!TCF3,30
577,RB1,!ABL1,30
578,RB1,!FGFR1,30
579,RB1,!FLT4,29
580,RB1,!INPP4B,29
581,RB1,!MET,30
582,RB1,!MET27,30
583,RB1,!FGF3,31
584,RB1,!FOXO1,31
585,RB1,!POT1,30
586,RB1,!RAD21,30
587,RB1,!SERP2,31
588,RB1,!SF3B1,31
589,RB1,!SMC1A,31
590,RB1,!MAGED1,31
591,RB1,!LRRK2,30
592,RB1,!TSHR,30
593,RB1,!EMSY,30
594,RB1,!CTNNA1,30
595,RB1,!EED,30
596,RB1,!EPHB1,30
597,RB1,!MIB1,30
598,RB1,!TUSC3,30
599,RB1,!MYC,30
600,RB1,!BRAF,30
601,RB1,!KMT2C,30
602,RB1,!NSD1,30
603,RB1,!SMO,30
604,RB1,!STAT4,30
605,RB1,!ALK,30
606,RB1,!DTX1,31
607,RB1,!BCL7A,30
608,RB1,!ECT2L,30
609,RB1,!FLT1,31
610,RB1,!FOXO3,30
611,RB1,!JAZF1,30
612,RB1,!KDM6A,30
613,RB1,!PBRM1,30
614,RB1,!PBRM128,30
615,RB1,!FANCF,31
616,RB1,!SETBP1,30
617,RB1,!CDKN1B,29
618,RB1,!APC,29
619,RB1,!PTPN2,30
620,RB1,!RET,30
621,RB1,!DUSP2,31
622,RB1,!ESR1,31
623,RB1,!KDM2B,31
624,RB1,!PDCD1,31
625,GPR124,None,3
626,GPR124,!PIK3CA,3
627,GPR124,!PIK3R2,3
628,GPR124,!BRCA2 loss,3
629,GPR124,!BLM,3
630,GPR124,!BRCA1,3
631,GPR124,!MEN1,3
632,GPR124,!ASXL1,3
633,GPR124,!AXL,3
634,GPR124,!BARD1,3
635,GPR124,!BRCA2,3
636,GPR124,!FLT3,3
637,GPR124,!FLYWCH1,3
638,GPR124,!FOXL2,3
639,GPR124,!GNAS,3
640,GPR124,!KDM5A,3
641,GPR124,!MED12,3
642,GPR124,!PDCD11,3
643,GPR124,!SMC3,3
644,GPR124,!PTPRD,3
645,GPR124,!ALK-STK32B ALK FUSION,3
646,GPR124,!C17orf39 amp,3
647,GPR124,!C17orf39,3
648,GPR124,!ATRX11,3
649,GPR124,!TNFAIP3,3
650,GPR124,!CIITA DELETION,3
651,GPR124,!PTEN,3
652,GPR124,!CKS1B,3
653,GPR124,!CAD,3
654,GPR124,!FAS,3
655,GPR124,!CRKL,3
656,GPR124,!MCL1,3
657,GPR124,!FGF14,3
658,GPR124,!FGF1412,3
659,GPR124,!TBL1XR1,3
660,GPR124,!FAS13,3
661,GPR124,!CCNE1 ,3
662,GPR124,!RICTOR ,3
663,GPR124,!MYST3 ,3
664,GPR124,!IRS2 ,3
665,GPR124,!MSH2,3
666,GPR124,!PTPRO,3
667,GPR124,!KDR ,3
668,GPR124,!KIT ,3
669,GPR124,!ERBB2 ,3
670,GPR124,!NF1 ,3
671,GPR124,!CDKN2A,3
672,GPR124,!FHIT,3
673,GPR124,!CREBBP,3
674,GPR124,!AURKB ,3
675,GPR124,!BCL2,3
676,GPR124,!BCL2L2 ,3
677,GPR124,!KDM5A14,3
678,GPR124,!DNMT3A,3
679,GPR124,!ARID1A,3
680,GPR124,!BTK,3
681,GPR124,!CREBBP15,3
682,GPR124,!DDR2,3
683,GPR124,!FLCN,3
684,GPR124,!FLT316,3
685,GPR124,!GATA3,3
686,GPR124,!GNAS17,3
687,GPR124,!LRP1B,3
688,GPR124,!LRP1B18,3
689,GPR124,!MAP2K4,3
690,GPR124,!MLL3,3
691,GPR124,!NF1,3
692,GPR124,!NOD1,3
693,GPR124,!NOTCH2,3
694,GPR124,!PDGFRB,3
695,GPR124,!SETD2,3
696,GPR124,!ASMTL,3
697,GPR124,!CDK12,3
698,GPR124,!CIITA,3
699,GPR124,!ETS1,3
700,GPR124,!HIST1H1D,3
701,GPR124,!IKZF2,3
702,GPR124,!IDH1,3
703,GPR124,!IRF4,3
704,GPR124,!MAP2K1,3
705,GPR124,!MSH6,3
706,GPR124,!SUFU,3
707,GPR124,!AR,3
708,GPR124,!ARHGAP26,3
709,GPR124,!ATM,3
710,GPR124,!CD274,3
711,GPR124,!EXOSC6,3
712,GPR124,!MYO18A,3
713,GPR124,!PCLO,3
714,GPR124,!PRSS8,3
715,GPR124,!TNFRSF17,3
716,GPR124,!WDR90,3
717,GPR124,!GATA2,3
718,GPR124,!MAP3K6,3
719,GPR124,!SOX2,3
720,GPR124,!TLL2,3
721,GPR124,!CSF3R,3
722,GPR124,!CTCF,3
723,GPR124,!DNM2,3
724,GPR124,!ERBB4,3
725,GPR124,!HNF1A,3
726,GPR124,!HSP90AA1,3
727,GPR124,!NKX2-1,3
728,GPR124,!NUP93,3
729,GPR124,!CDKN2B,3
730,GPR124,!DOT1L,3
731,GPR124,!FANCC,3
732,GPR124,!FBXW7,3
733,GPR124,!MTOR,3
734,GPR124,!PRKDC,3
735,GPR124,!STAT5B,3
736,GPR124,!CARD11,3
737,GPR124,!EPHA3,3
738,GPR124,!FANCA,3
739,GPR124,!FANCG,3
740,GPR124,!GRIN2A,3
741,GPR124,!IL7R,3
742,GPR124,!ATR,3
743,GPR124,!FANCE,3
744,GPR124,!BCOR,3
745,GPR124,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,3
746,GPR124,!DAXX,3
747,GPR124,!INPP5D,3
748,GPR124,!PTCH1,3
749,GPR124,!SDHA,3
750,GPR124,!TFC3,3
751,GPR124,!TNFRSF11A,3
752,GPR124,!BIRC3,3
753,GPR124,!BRIP1,3
754,GPR124,!CHEK2,3
755,GPR124,!CHEK219,3
756,GPR124,!MAP3K1,3
757,GPR124,!MKI67,3
758,GPR124,!MRE11A,3
759,GPR124,!RPTOR,3
760,GPR124,!MSH3,3
761,GPR124,!SDHC,3
762,GPR124,!SRC,3
763,GPR124,!MDM2,3
764,GPR124,!TOP1,3
765,GPR124,!JUN,3
766,GPR124,!MDM4,3
767,GPR124,!FRS2,3
768,GPR124,!FRS220,3
769,GPR124,!HDAC4,3
770,GPR124,!AKT1,3
771,GPR124,!JAK1,3
772,GPR124,!MAFB,3
773,GPR124,!NCSTN,3
774,GPR124,!TGFBR2,3
775,GPR124,!ETV6,3
776,GPR124,!ETV621,3
777,GPR124,!IDH2,3
778,GPR124,!MYCN,3
779,GPR124,!SMARCB1,3
780,GPR124,!STAG2,3
781,GPR124,!NOTCH1,3
782,GPR124,!RAD50,3
783,GPR124,!ARAF,3
784,GPR124,!EZH2,3
785,GPR124,!CSF1R,3
786,GPR124,!MYD88,3
787,GPR124,!P2RY8,3
788,GPR124,!TAF1,3
789,GPR124,!CDKN2C,3
790,GPR124,!CIC,3
791,GPR124,!FAF1,3
792,GPR124,!IKBKE,3
793,GPR124,!BCORL1,3
794,GPR124,!KLHL6,3
795,GPR124,!PDGFRA,3
796,GPR124,!STAT6,3
797,GPR124,!CD36,3
798,GPR124,!AXIN1,3
799,GPR124,!AXIN122,3
800,GPR124,!PC,3
801,GPR124,!MALT1,3
802,GPR124,!MALT123,3
803,GPR124,!ARID2,3
804,GPR124,!CDK8,3
805,GPR124,!CPS1,3
806,GPR124,!ERBB3,3
807,GPR124,!PCBP1,3
808,GPR124,!XBP1,3
809,GPR124,!MUTYH,3
810,GPR124,!MAPK1,3
811,GPR124,!BRSK1,3
812,GPR124,!CRLF2,3
813,GPR124,!EP300,3
814,GPR124,!TYK2,3
815,GPR124,!ZNF703,3
816,GPR124,!ZNF70325,3
817,GPR124,!FGF10,3
818,GPR124,!FGF1026,3
819,GPR124,!CUX1,3
820,GPR124,!HIST1H1C,3
821,GPR124,!PDCD1LG2,3
822,GPR124,!ROS1,3
823,GPR124,!TSC1,3
824,GPR124,!MLH1,3
825,GPR124,!ZRSR2,3
826,GPR124,!CXCR4,3
827,GPR124,!EBF1,3
828,GPR124,!EPHA5,3
829,GPR124,!SOX10,3
830,GPR124,!SPEN,3
831,GPR124,!AKT2,3
832,GPR124,!AKT3,3
833,GPR124,!CD79A,3
834,GPR124,!GTSE1,3
835,GPR124,!IGF1R,3
836,GPR124,!MLL,3
837,GPR124,!SMARCA1,3
838,GPR124,!BCL6,3
839,GPR124,!CD22,3
840,GPR124,!HDAC7,3
841,GPR124,!JAK2,3
842,GPR124,!JAK3,3
843,GPR124,!TCF3,3
844,GPR124,!ABL1,3
845,GPR124,!FGFR1,3
846,GPR124,!FLT4,3
847,GPR124,!INPP4B,3
848,GPR124,!MET,3
849,GPR124,!MET27,3
850,GPR124,!FGF3,3
851,GPR124,!FOXO1,3
852,GPR124,!POT1,3
853,GPR124,!RAD21,3
854,GPR124,!SERP2,3
855,GPR124,!SF3B1,3
856,GPR124,!SMC1A,3
857,GPR124,!MAGED1,3
858,GPR124,!LRRK2,3
859,GPR124,!TSHR,3
860,GPR124,!EMSY,3
861,GPR124,!CTNNA1,3
862,GPR124,!EED,3
863,GPR124,!EPHB1,3
864,GPR124,!MIB1,3
865,GPR124,!TUSC3,3
866,GPR124,!MYC,3
867,GPR124,!BRAF,3
868,GPR124,!KMT2C,3
869,GPR124,!NSD1,3
870,GPR124,!SMO,3
871,GPR124,!STAT4,3
872,GPR124,!ALK,3
873,GPR124,!DTX1,3
874,GPR124,!BCL7A,3
875,GPR124,!ECT2L,3
876,GPR124,!FLT1,3
877,GPR124,!FOXO3,3
878,GPR124,!JAZF1,3
879,GPR124,!KDM6A,3
880,GPR124,!PBRM1,3
881,GPR124,!PBRM128,3
882,GPR124,!FANCF,3
883,GPR124,!SETBP1,3
884,GPR124,!DUSP2,3
885,GPR124,!ESR1,3
886,GPR124,!KDM2B,3
887,GPR124,!PDCD1,3
888,MLL2,None,4
889,MLL2,!PIK3CA,3
890,MLL2,!PIK3R2,4
891,MLL2,!STK11,4
892,MLL2,!BRCA2 loss,4
893,MLL2,!BLM,4
894,MLL2,!BRCA1,4
895,MLL2,!MEN1,4
896,MLL2,!ASXL1,3
897,MLL2,!AXL,3
898,MLL2,!BARD1,3
899,MLL2,!BRCA2,3
900,MLL2,!FLT3,3
901,MLL2,!FLYWCH1,3
902,MLL2,!FOXL2,3
903,MLL2,!GNAS,3
904,MLL2,!KDM5A,3
905,MLL2,!MED12,3
906,MLL2,!PDCD11,3
907,MLL2,!SMC3,3
908,MLL2,!PTPRD,4
909,MLL2,!ALK-STK32B ALK FUSION,4
910,MLL2,!C17orf39 amp,4
911,MLL2,!C17orf39,4
912,MLL2,!ATRX,3
913,MLL2,!ATRX11,4
914,MLL2,!TNFAIP3,3
915,MLL2,!CIITA DELETION,4
916,MLL2,!PTEN,3
917,MLL2,!CKS1B,3
918,MLL2,!CAD,4
919,MLL2,!FAS,4
920,MLL2,!CRKL,4
921,MLL2,!MCL1,3
922,MLL2,!FGF14,4
923,MLL2,!FGF1412,4
924,MLL2,!TBL1XR1,4
925,MLL2,!FAS13,4
926,MLL2,!CCNE1 ,4
927,MLL2,!RICTOR ,4
928,MLL2,!MYST3 ,4
929,MLL2,!IRS2 ,4
930,MLL2,!MSH2,4
931,MLL2,!PTPRO,4
