,geneA,geneB,number of patients
0,TP53,None,12
1,TP53,RB1,6
2,TP53,PIK3R2,3
3,TP53,ATRX,4
4,TP53,PTEN,3
5,TP53,PCLO,4
6,TP53,!RB1,6
7,TP53,!CDK4,12
8,TP53,!CEBPA,12
9,TP53,!FGF19,12
10,TP53,!GPR124,12
11,TP53,!MLL2,12
12,TP53,!PIK3CA,11
13,TP53,!PIK3R2,9
14,TP53,!STK11,11
15,TP53,!BRCA2 loss,11
16,TP53,!BLM,11
17,TP53,!BRCA1,11
18,TP53,!MEN1,11
19,TP53,!ASXL1,11
20,TP53,!AXL,12
21,TP53,!BARD1,12
22,TP53,!BRCA2,10
23,TP53,!FLT3,12
24,TP53,!FLYWCH1,12
25,TP53,!FOXL2,12
26,TP53,!GNAS,11
27,TP53,!KDM5A,12
28,TP53,!MED12,12
29,TP53,!PDCD11,11
30,TP53,!SMC3,12
31,TP53,!PTPRD,12
32,TP53,!ALK-STK32B ALK FUSION,12
33,TP53,!C17orf39 amp,11
34,TP53,!C17orf39,12
35,TP53,!ATRX,8
36,TP53,!ATRX11,11
37,TP53,!TNFAIP3,12
38,TP53,!CIITA DELETION,12
39,TP53,!PTEN,9
40,TP53,!CKS1B,12
41,TP53,!CAD,12
42,TP53,!FAS,12
43,TP53,!CRKL,11
44,TP53,!MCL1,12
45,TP53,!FGF14,11
46,TP53,!FGF1412,12
47,TP53,!TBL1XR1,12
48,TP53,!FAS13,11
49,TP53,!CCNE1 ,11
50,TP53,!RICTOR ,11
51,TP53,!MYST3 ,12
52,TP53,!IRS2 ,11
53,TP53,!MSH2,12
54,TP53,!PTPRO,12
55,TP53,!KDR ,12
56,TP53,!KIT ,12
57,TP53,!ERBB2 ,11
58,TP53,!NF1 ,11
59,TP53,!CDKN2A,11
60,TP53,!FHIT,12
61,TP53,!CREBBP,12
62,TP53,!AURKB ,12
63,TP53,!BCL2,11
64,TP53,!BCL2L2 ,12
65,TP53,!KDM5A14,12
66,TP53,!DNMT3A,12
67,TP53,!ARID1A,12
68,TP53,!BTK,12
69,TP53,!CREBBP15,12
70,TP53,!DDR2,12
71,TP53,!FLCN,10
72,TP53,!FLT316,12
73,TP53,!GATA3,12
74,TP53,!GNAS17,12
75,TP53,!LRP1B,12
76,TP53,!LRP1B18,12
77,TP53,!MAP2K4,10
78,TP53,!MLL3,11
79,TP53,!NF1,12
80,TP53,!NOD1,12
81,TP53,!NOTCH2,11
82,TP53,!PDGFRB,11
83,TP53,!SETD2,12
84,TP53,!TSC2,11
85,TP53,!ASMTL,12
86,TP53,!CDK12,12
87,TP53,!CIITA,11
88,TP53,!ETS1,12
89,TP53,!HIST1H1D,12
90,TP53,!IKZF2,12
91,TP53,!IDH1,12
92,TP53,!IRF4,12
93,TP53,!MAP2K1,12
94,TP53,!MSH6,12
95,TP53,!SUFU,11
96,TP53,!AR,11
97,TP53,!PIK3CG,12
98,TP53,!ARHGAP26,12
99,TP53,!ATM,11
100,TP53,!CD274,11
101,TP53,!EXOSC6,11
102,TP53,!MYO18A,11
103,TP53,!PCLO,8
104,TP53,!PRSS8,12
105,TP53,!TNFRSF17,12
106,TP53,!WDR90,12
107,TP53,!GATA2,12
108,TP53,!MAP3K6,11
109,TP53,!SOX2,12
110,TP53,!TLL2,12
111,TP53,!CSF3R,11
112,TP53,!CTCF,11
113,TP53,!DNM2,11
114,TP53,!ERBB4,11
115,TP53,!HNF1A,11
116,TP53,!HSP90AA1,12
117,TP53,!NKX2-1,10
118,TP53,!NUP93,10
119,TP53,!CDKN2B,12
120,TP53,!DOT1L,11
121,TP53,!FANCC,12
122,TP53,!FBXW7,12
123,TP53,!MTOR,11
124,TP53,!NTRK1,12
125,TP53,!PRKDC,12
126,TP53,!STAT5B,12
127,TP53,!CARD11,12
128,TP53,!EPHA3,12
129,TP53,!FANCA,10
130,TP53,!FANCG,12
131,TP53,!GRIN2A,12
132,TP53,!IL7R,11
133,TP53,!ATR,11
134,TP53,!FANCE,12
135,TP53,!BCOR,12
136,TP53,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,12
137,TP53,!DAXX,12
138,TP53,!INPP5D,11
139,TP53,!PTCH1,11
140,TP53,!SDHA,12
141,TP53,!TFC3,12
142,TP53,!TNFRSF11A,10
143,TP53,!BIRC3,12
144,TP53,!BRIP1,12
145,TP53,!CHEK2,12
146,TP53,!CHEK219,12
147,TP53,!MAP3K1,12
148,TP53,!MKI67,11
149,TP53,!MRE11A,12
150,TP53,!RPTOR,12
151,TP53,!MSH3,11
152,TP53,!SDHC,12
153,TP53,!SRC,12
154,TP53,!MDM2,12
155,TP53,!TOP1,12
156,TP53,!JUN,12
157,TP53,!MDM4,12
158,TP53,!FRS2,12
159,TP53,!FRS220,12
160,TP53,!HDAC4,12
161,TP53,!AKT1,12
162,TP53,!JAK1,12
163,TP53,!MAFB,12
164,TP53,!NCSTN,12
165,TP53,!TGFBR2,12
166,TP53,!ETV6,12
167,TP53,!ETV621,12
168,TP53,!IDH2,12
169,TP53,!MYCN,12
170,TP53,!SMARCB1,11
171,TP53,!STAG2,12
172,TP53,!NOTCH1,11
173,TP53,!RAD50,11
174,TP53,!RELN,11
175,TP53,!ARAF,11
176,TP53,!EZH2,11
177,TP53,!NCOR2,11
178,TP53,!CSF1R,11
179,TP53,!MYD88,11
180,TP53,!P2RY8,11
181,TP53,!TAF1,11
182,TP53,!CDKN2C,12
183,TP53,!CIC,12
184,TP53,!FAF1,11
185,TP53,!IKBKE,12
186,TP53,!BCORL1,12
187,TP53,!KLHL6,11
188,TP53,!PDGFRA,12
189,TP53,!STAT6,12
190,TP53,!CD36,11
191,TP53,!AXIN1,12
192,TP53,!AXIN122,12
193,TP53,!PC,12
194,TP53,!MALT1,11
195,TP53,!MALT123,12
196,TP53,!ARID2,12
197,TP53,!CDK8,12
198,TP53,!CPS1,12
199,TP53,!ERBB3,12
200,TP53,!MPL,12
201,TP53,!PCBP1,12
202,TP53,!XBP1,12
203,TP53,!MUTYH,11
204,TP53,!HIST1H2BK,12
205,TP53,!MAPK1,11
206,TP53,!MAPK124,12
207,TP53,!BRSK1,11
208,TP53,!CRLF2,11
209,TP53,!EP300,11
210,TP53,!TYK2,11
211,TP53,!ZNF703,11
212,TP53,!ZNF70325,10
213,TP53,!FGF10,12
214,TP53,!FGF1026,11
215,TP53,!CUX1,11
216,TP53,!HIST1H1C,11
217,TP53,!PDCD1LG2,11
218,TP53,!ROS1,11
219,TP53,!TSC1,11
220,TP53,!MLH1,12
221,TP53,!ZRSR2,11
222,TP53,!CXCR4,12
223,TP53,!EBF1,12
224,TP53,!EPHA5,12
225,TP53,!SOX10,12
226,TP53,!SPEN,12
227,TP53,!AKT2,12
228,TP53,!AKT3,12
229,TP53,!CD79A,12
230,TP53,!GTSE1,11
231,TP53,!IGF1R,12
232,TP53,!MLL,12
233,TP53,!SMARCA1,12
234,TP53,!BCL6,11
235,TP53,!CD22,11
236,TP53,!HDAC7,11
237,TP53,!JAK2,11
238,TP53,!JAK3,10
239,TP53,!TCF3,10
240,TP53,!ABL1,12
241,TP53,!FGFR1,12
242,TP53,!FLT4,12
243,TP53,!INPP4B,12
244,TP53,!MET,12
245,TP53,!MET27,12
246,TP53,!FGF3,12
247,TP53,!FOXO1,12
248,TP53,!POT1,12
249,TP53,!RAD21,12
250,TP53,!SERP2,12
251,TP53,!SF3B1,12
252,TP53,!SMC1A,12
253,TP53,!MAGED1,12
254,TP53,!LRRK2,12
255,TP53,!TSHR,12
256,TP53,!EMSY,12
257,TP53,!CTNNA1,12
258,TP53,!EED,12
259,TP53,!EPHB1,12
260,TP53,!MIB1,12
261,TP53,!TUSC3,12
262,TP53,!MYC,12
263,TP53,!BRAF,12
264,TP53,!KMT2C,12
265,TP53,!NSD1,12
266,TP53,!SMO,12
267,TP53,!STAT4,12
268,TP53,!ALK,12
269,TP53,!DTX1,12
270,TP53,!BCL7A,12
271,TP53,!ECT2L,12
272,TP53,!FLT1,12
273,TP53,!FOXO3,12
274,TP53,!JAZF1,12
275,TP53,!KDM6A,12
276,TP53,!PBRM1,12
277,TP53,!PBRM128,12
278,TP53,!FANCF,11
279,TP53,!SETBP1,11
280,TP53,!CDKN1B,12
281,TP53,!APC,12
282,TP53,!PTPN2,12
283,TP53,!RET,12
284,TP53,!DUSP2,12
285,TP53,!ESR1,11
286,TP53,!KDM2B,12
287,TP53,!PDCD1,12
288,RB1,None,7
289,RB1,PIK3R2,3
290,RB1,PTEN,3
291,RB1,!CDK4,7
292,RB1,!CEBPA,7
293,RB1,!FGF19,7
294,RB1,!GPR124,7
295,RB1,!MLL2,7
296,RB1,!PIK3CA,7
297,RB1,!PIK3R2,4
298,RB1,!STK11,6
299,RB1,!BRCA2 loss,6
300,RB1,!BLM,6
301,RB1,!BRCA1,6
302,RB1,!MEN1,6
303,RB1,!ASXL1,6
304,RB1,!AXL,7
305,RB1,!BARD1,7
306,RB1,!BRCA2,7
307,RB1,!FLT3,7
308,RB1,!FLYWCH1,7
309,RB1,!FOXL2,7
310,RB1,!GNAS,7
311,RB1,!KDM5A,7
312,RB1,!MED12,7
313,RB1,!PDCD11,6
314,RB1,!SMC3,7
315,RB1,!PTPRD,7
316,RB1,!ALK-STK32B ALK FUSION,7
317,RB1,!C17orf39 amp,6
318,RB1,!C17orf39,7
319,RB1,!ATRX,5
320,RB1,!ATRX11,7
321,RB1,!TNFAIP3,7
322,RB1,!CIITA DELETION,7
323,RB1,!PTEN,4
324,RB1,!CKS1B,7
325,RB1,!CAD,7
326,RB1,!FAS,7
327,RB1,!CRKL,7
328,RB1,!MCL1,7
329,RB1,!FGF14,7
330,RB1,!FGF1412,7
331,RB1,!TBL1XR1,7
332,RB1,!FAS13,6
333,RB1,!CCNE1 ,7
334,RB1,!RICTOR ,6
335,RB1,!MYST3 ,7
336,RB1,!IRS2 ,7
337,RB1,!MSH2,7
338,RB1,!PTPRO,7
339,RB1,!KDR ,7
340,RB1,!KIT ,7
341,RB1,!ERBB2 ,6
342,RB1,!NF1 ,7
343,RB1,!CDKN2A,7
344,RB1,!FHIT,7
345,RB1,!CREBBP,7
346,RB1,!AURKB ,7
347,RB1,!BCL2,7
348,RB1,!BCL2L2 ,7
349,RB1,!KDM5A14,7
350,RB1,!DNMT3A,7
351,RB1,!ARID1A,7
352,RB1,!BTK,7
353,RB1,!CREBBP15,7
354,RB1,!DDR2,7
355,RB1,!FLCN,5
356,RB1,!FLT316,7
357,RB1,!GATA3,7
358,RB1,!GNAS17,7
359,RB1,!LRP1B,7
360,RB1,!LRP1B18,7
361,RB1,!MAP2K4,6
362,RB1,!MLL3,6
363,RB1,!NF1,7
364,RB1,!NOD1,6
365,RB1,!NOTCH2,7
366,RB1,!PDGFRB,7
367,RB1,!SETD2,7
368,RB1,!TSC2,7
369,RB1,!ASMTL,7
370,RB1,!CDK12,7
371,RB1,!CIITA,7
372,RB1,!ETS1,7
373,RB1,!HIST1H1D,7
374,RB1,!IKZF2,7
375,RB1,!IDH1,7
376,RB1,!IRF4,7
377,RB1,!MAP2K1,7
378,RB1,!MSH6,7
379,RB1,!SUFU,6
380,RB1,!AR,6
381,RB1,!PIK3CG,7
382,RB1,!ARHGAP26,7
383,RB1,!ATM,7
384,RB1,!CD274,7
385,RB1,!EXOSC6,7
386,RB1,!MYO18A,7
387,RB1,!PCLO,5
388,RB1,!PRSS8,7
389,RB1,!TNFRSF17,7
390,RB1,!WDR90,7
391,RB1,!GATA2,6
392,RB1,!MAP3K6,6
393,RB1,!SOX2,7
394,RB1,!TLL2,7
395,RB1,!CSF3R,6
396,RB1,!CTCF,6
397,RB1,!DNM2,6
398,RB1,!ERBB4,6
399,RB1,!HNF1A,6
400,RB1,!HSP90AA1,7
401,RB1,!NKX2-1,6
402,RB1,!NUP93,5
403,RB1,!CDKN2B,7
404,RB1,!DOT1L,6
405,RB1,!FANCC,7
406,RB1,!FBXW7,7
407,RB1,!MTOR,7
408,RB1,!NTRK1,7
409,RB1,!PRKDC,7
410,RB1,!STAT5B,7
411,RB1,!CARD11,7
412,RB1,!EPHA3,7
413,RB1,!FANCA,6
414,RB1,!FANCG,7
415,RB1,!GRIN2A,7
416,RB1,!IL7R,6
417,RB1,!ATR,7
418,RB1,!FANCE,7
419,RB1,!BCOR,7
420,RB1,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,7
421,RB1,!DAXX,7
422,RB1,!INPP5D,7
423,RB1,!PTCH1,6
424,RB1,!SDHA,7
425,RB1,!TFC3,7
426,RB1,!TNFRSF11A,6
427,RB1,!BIRC3,7
428,RB1,!BRIP1,7
429,RB1,!CHEK2,7
430,RB1,!CHEK219,7
431,RB1,!MAP3K1,7
432,RB1,!MKI67,6
433,RB1,!MRE11A,7
434,RB1,!RPTOR,7
435,RB1,!MSH3,5
436,RB1,!SDHC,7
437,RB1,!SRC,7
438,RB1,!MDM2,7
439,RB1,!TOP1,7
440,RB1,!JUN,7
441,RB1,!MDM4,7
442,RB1,!FRS2,7
443,RB1,!FRS220,7
444,RB1,!HDAC4,7
445,RB1,!AKT1,7
446,RB1,!JAK1,7
447,RB1,!MAFB,7
448,RB1,!NCSTN,7
449,RB1,!TGFBR2,7
450,RB1,!ETV6,7
451,RB1,!ETV621,7
452,RB1,!IDH2,7
453,RB1,!MYCN,7
454,RB1,!SMARCB1,7
455,RB1,!STAG2,7
456,RB1,!NOTCH1,7
457,RB1,!RAD50,7
458,RB1,!RELN,6
459,RB1,!ARAF,6
460,RB1,!EZH2,6
461,RB1,!NCOR2,7
462,RB1,!CSF1R,6
463,RB1,!MYD88,6
464,RB1,!P2RY8,6
465,RB1,!TAF1,6
466,RB1,!CDKN2C,7
467,RB1,!CIC,7
468,RB1,!FAF1,7
469,RB1,!IKBKE,7
470,RB1,!BCORL1,7
471,RB1,!KLHL6,7
472,RB1,!PDGFRA,7
473,RB1,!STAT6,7
474,RB1,!CD36,7
475,RB1,!AXIN1,7
476,RB1,!AXIN122,7
477,RB1,!PC,7
478,RB1,!MALT1,7
479,RB1,!MALT123,7
480,RB1,!ARID2,7
481,RB1,!CDK8,7
482,RB1,!CPS1,7
483,RB1,!ERBB3,7
484,RB1,!MPL,7
485,RB1,!PCBP1,7
486,RB1,!XBP1,7
487,RB1,!MUTYH,7
488,RB1,!HIST1H2BK,7
489,RB1,!MAPK1,7
490,RB1,!MAPK124,7
491,RB1,!BRSK1,7
492,RB1,!CRLF2,7
493,RB1,!EP300,7
494,RB1,!TYK2,7
495,RB1,!ZNF703,7
496,RB1,!ZNF70325,7
497,RB1,!FGF10,7
498,RB1,!FGF1026,6
499,RB1,!CUX1,6
500,RB1,!HIST1H1C,6
501,RB1,!PDCD1LG2,6
502,RB1,!ROS1,6
503,RB1,!TSC1,6
504,RB1,!MLH1,7
505,RB1,!ZRSR2,6
506,RB1,!CXCR4,7
507,RB1,!EBF1,7
508,RB1,!EPHA5,7
509,RB1,!SOX10,7
510,RB1,!SPEN,7
511,RB1,!AKT2,7
512,RB1,!AKT3,7
513,RB1,!CD79A,7
514,RB1,!GTSE1,6
515,RB1,!IGF1R,7
516,RB1,!MLL,6
517,RB1,!SMARCA1,6
518,RB1,!BCL6,7
519,RB1,!CD22,7
520,RB1,!HDAC7,7
521,RB1,!JAK2,7
522,RB1,!JAK3,7
523,RB1,!TCF3,7
524,RB1,!ABL1,7
525,RB1,!FGFR1,7
526,RB1,!FLT4,7
527,RB1,!INPP4B,7
528,RB1,!MET,7
529,RB1,!MET27,7
530,RB1,!FGF3,7
531,RB1,!FOXO1,7
532,RB1,!POT1,7
533,RB1,!RAD21,7
534,RB1,!SERP2,7
535,RB1,!SF3B1,7
536,RB1,!SMC1A,7
537,RB1,!MAGED1,7
538,RB1,!LRRK2,7
539,RB1,!TSHR,7
540,RB1,!EMSY,7
541,RB1,!CTNNA1,7
542,RB1,!EED,7
543,RB1,!EPHB1,7
544,RB1,!MIB1,7
545,RB1,!TUSC3,7
546,RB1,!MYC,7
547,RB1,!BRAF,7
548,RB1,!KMT2C,7
549,RB1,!NSD1,7
550,RB1,!SMO,7
551,RB1,!STAT4,7
552,RB1,!ALK,7
553,RB1,!DTX1,7
554,RB1,!BCL7A,7
555,RB1,!ECT2L,7
556,RB1,!FLT1,7
557,RB1,!FOXO3,7
558,RB1,!JAZF1,7
559,RB1,!KDM6A,7
560,RB1,!PBRM1,7
561,RB1,!PBRM128,7
562,RB1,!FANCF,7
563,RB1,!SETBP1,6
564,RB1,!CDKN1B,7
565,RB1,!APC,7
566,RB1,!PTPN2,7
567,RB1,!RET,7
568,RB1,!DUSP2,7
569,RB1,!ESR1,7
570,RB1,!KDM2B,7
571,RB1,!PDCD1,7
572,PIK3R2,None,3
573,PIK3R2,!ASXL1,3
574,PIK3R2,!AXL,3
575,PIK3R2,!BARD1,3
576,PIK3R2,!BRCA2,3
577,PIK3R2,!FLT3,3
578,PIK3R2,!FLYWCH1,3
579,PIK3R2,!FOXL2,3
580,PIK3R2,!GNAS,3
581,PIK3R2,!KDM5A,3
582,PIK3R2,!MED12,3
583,PIK3R2,!PDCD11,3
584,PIK3R2,!SMC3,3
585,PIK3R2,!PTPRD,3
586,PIK3R2,!ALK-STK32B ALK FUSION,3
587,PIK3R2,!C17orf39 amp,3
588,PIK3R2,!C17orf39,3
589,PIK3R2,!ATRX,3
590,PIK3R2,!ATRX11,3
591,PIK3R2,!TNFAIP3,3
592,PIK3R2,!CIITA DELETION,3
593,PIK3R2,!CKS1B,3
594,PIK3R2,!CAD,3
595,PIK3R2,!FAS,3
596,PIK3R2,!CRKL,3
597,PIK3R2,!MCL1,3
598,PIK3R2,!FGF14,3
599,PIK3R2,!FGF1412,3
600,PIK3R2,!TBL1XR1,3
601,PIK3R2,!FAS13,3
602,PIK3R2,!CCNE1 ,3
603,PIK3R2,!MYST3 ,3
604,PIK3R2,!IRS2 ,3
605,PIK3R2,!MSH2,3
606,PIK3R2,!PTPRO,3
607,PIK3R2,!KDR ,3
608,PIK3R2,!KIT ,3
609,PIK3R2,!NF1 ,3
610,PIK3R2,!CDKN2A,3
611,PIK3R2,!FHIT,3
612,PIK3R2,!CREBBP,3
613,PIK3R2,!AURKB ,3
614,PIK3R2,!BCL2,3
615,PIK3R2,!BCL2L2 ,3
616,PIK3R2,!KDM5A14,3
617,PIK3R2,!DNMT3A,3
618,PIK3R2,!ARID1A,3
619,PIK3R2,!BTK,3
620,PIK3R2,!CREBBP15,3
621,PIK3R2,!DDR2,3
622,PIK3R2,!FLCN,3
623,PIK3R2,!FLT316,3
624,PIK3R2,!GATA3,3
625,PIK3R2,!GNAS17,3
626,PIK3R2,!LRP1B,3
627,PIK3R2,!LRP1B18,3
628,PIK3R2,!MAP2K4,3
629,PIK3R2,!NF1,3
630,PIK3R2,!NOD1,3
631,PIK3R2,!NOTCH2,3
632,PIK3R2,!PDGFRB,3
633,PIK3R2,!SETD2,3
634,PIK3R2,!TSC2,3
635,PIK3R2,!ASMTL,3
636,PIK3R2,!CDK12,3
637,PIK3R2,!CIITA,3
638,PIK3R2,!ETS1,3
639,PIK3R2,!HIST1H1D,3
640,PIK3R2,!IKZF2,3
641,PIK3R2,!IDH1,3
642,PIK3R2,!IRF4,3
643,PIK3R2,!MAP2K1,3
644,PIK3R2,!MSH6,3
645,PIK3R2,!SUFU,3
646,PIK3R2,!AR,3
647,PIK3R2,!PIK3CG,3
648,PIK3R2,!ARHGAP26,3
649,PIK3R2,!ATM,3
650,PIK3R2,!CD274,3
651,PIK3R2,!EXOSC6,3
652,PIK3R2,!MYO18A,3
653,PIK3R2,!PRSS8,3
654,PIK3R2,!TNFRSF17,3
655,PIK3R2,!WDR90,3
656,PIK3R2,!GATA2,3
657,PIK3R2,!MAP3K6,3
658,PIK3R2,!SOX2,3
659,PIK3R2,!TLL2,3
660,PIK3R2,!CSF3R,3
661,PIK3R2,!CTCF,3
662,PIK3R2,!DNM2,3
663,PIK3R2,!ERBB4,3
664,PIK3R2,!HNF1A,3
665,PIK3R2,!HSP90AA1,3
666,PIK3R2,!NKX2-1,3
667,PIK3R2,!NUP93,3
668,PIK3R2,!CDKN2B,3
669,PIK3R2,!DOT1L,3
670,PIK3R2,!FANCC,3
671,PIK3R2,!FBXW7,3
672,PIK3R2,!MTOR,3
673,PIK3R2,!NTRK1,3
674,PIK3R2,!PRKDC,3
675,PIK3R2,!STAT5B,3
676,PIK3R2,!CARD11,3
677,PIK3R2,!EPHA3,3
678,PIK3R2,!FANCG,3
679,PIK3R2,!GRIN2A,3
680,PIK3R2,!ATR,3
681,PIK3R2,!FANCE,3
682,PIK3R2,!BCOR,3
683,PIK3R2,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,3
684,PIK3R2,!DAXX,3
685,PIK3R2,!INPP5D,3
686,PIK3R2,!SDHA,3
687,PIK3R2,!TFC3,3
688,PIK3R2,!BIRC3,3
689,PIK3R2,!BRIP1,3
690,PIK3R2,!CHEK2,3
691,PIK3R2,!CHEK219,3
692,PIK3R2,!MAP3K1,3
693,PIK3R2,!MKI67,3
694,PIK3R2,!MRE11A,3
695,PIK3R2,!RPTOR,3
696,PIK3R2,!SDHC,3
697,PIK3R2,!SRC,3
698,PIK3R2,!MDM2,3
699,PIK3R2,!TOP1,3
700,PIK3R2,!JUN,3
701,PIK3R2,!MDM4,3
702,PIK3R2,!FRS2,3
703,PIK3R2,!FRS220,3
704,PIK3R2,!HDAC4,3
705,PIK3R2,!AKT1,3
706,PIK3R2,!JAK1,3
707,PIK3R2,!MAFB,3
708,PIK3R2,!NCSTN,3
709,PIK3R2,!TGFBR2,3
710,PIK3R2,!ETV6,3
711,PIK3R2,!ETV621,3
712,PIK3R2,!IDH2,3
713,PIK3R2,!MYCN,3
714,PIK3R2,!SMARCB1,3
715,PIK3R2,!STAG2,3
716,PIK3R2,!NOTCH1,3
717,PIK3R2,!RAD50,3
718,PIK3R2,!NCOR2,3
719,PIK3R2,!CSF1R,3
720,PIK3R2,!MYD88,3
721,PIK3R2,!P2RY8,3
722,PIK3R2,!TAF1,3
723,PIK3R2,!CDKN2C,3
724,PIK3R2,!CIC,3
725,PIK3R2,!FAF1,3
726,PIK3R2,!IKBKE,3
727,PIK3R2,!BCORL1,3
728,PIK3R2,!KLHL6,3
729,PIK3R2,!PDGFRA,3
730,PIK3R2,!STAT6,3
731,PIK3R2,!CD36,3
732,PIK3R2,!AXIN1,3
733,PIK3R2,!AXIN122,3
734,PIK3R2,!PC,3
735,PIK3R2,!MALT1,3
736,PIK3R2,!MALT123,3
737,PIK3R2,!ARID2,3
738,PIK3R2,!CDK8,3
739,PIK3R2,!CPS1,3
740,PIK3R2,!ERBB3,3
741,PIK3R2,!MPL,3
742,PIK3R2,!PCBP1,3
743,PIK3R2,!XBP1,3
744,PIK3R2,!MUTYH,3
745,PIK3R2,!HIST1H2BK,3
746,PIK3R2,!MAPK1,3
747,PIK3R2,!MAPK124,3
748,PIK3R2,!BRSK1,3
749,PIK3R2,!CRLF2,3
750,PIK3R2,!EP300,3
751,PIK3R2,!TYK2,3
752,PIK3R2,!ZNF703,3
753,PIK3R2,!ZNF70325,3
754,PIK3R2,!FGF10,3
755,PIK3R2,!MLH1,3
756,PIK3R2,!CXCR4,3
757,PIK3R2,!EBF1,3
758,PIK3R2,!EPHA5,3
759,PIK3R2,!SOX10,3
760,PIK3R2,!SPEN,3
761,PIK3R2,!AKT2,3
762,PIK3R2,!AKT3,3
763,PIK3R2,!CD79A,3
764,PIK3R2,!GTSE1,3
765,PIK3R2,!IGF1R,3
766,PIK3R2,!MLL,3
767,PIK3R2,!SMARCA1,3
768,PIK3R2,!BCL6,3
769,PIK3R2,!CD22,3
770,PIK3R2,!HDAC7,3
771,PIK3R2,!JAK2,3
772,PIK3R2,!JAK3,3
773,PIK3R2,!TCF3,3
774,PIK3R2,!ABL1,3
775,PIK3R2,!FGFR1,3
776,PIK3R2,!FLT4,3
777,PIK3R2,!INPP4B,3
778,PIK3R2,!MET,3
779,PIK3R2,!MET27,3
780,PIK3R2,!FGF3,3
781,PIK3R2,!FOXO1,3
782,PIK3R2,!POT1,3
783,PIK3R2,!RAD21,3
784,PIK3R2,!SERP2,3
785,PIK3R2,!SF3B1,3
786,PIK3R2,!SMC1A,3
787,PIK3R2,!MAGED1,3
788,PIK3R2,!LRRK2,3
789,PIK3R2,!TSHR,3
790,PIK3R2,!EMSY,3
791,PIK3R2,!CTNNA1,3
792,PIK3R2,!EED,3
793,PIK3R2,!EPHB1,3
794,PIK3R2,!MIB1,3
795,PIK3R2,!TUSC3,3
796,PIK3R2,!MYC,3
797,PIK3R2,!BRAF,3
798,PIK3R2,!KMT2C,3
799,PIK3R2,!NSD1,3
800,PIK3R2,!SMO,3
801,PIK3R2,!STAT4,3
802,PIK3R2,!ALK,3
803,PIK3R2,!DTX1,3
804,PIK3R2,!BCL7A,3
805,PIK3R2,!ECT2L,3
806,PIK3R2,!FLT1,3
807,PIK3R2,!FOXO3,3
808,PIK3R2,!JAZF1,3
809,PIK3R2,!KDM6A,3
810,PIK3R2,!PBRM1,3
811,PIK3R2,!PBRM128,3
812,PIK3R2,!FANCF,3
813,PIK3R2,!SETBP1,3
814,PIK3R2,!CDKN1B,3
815,PIK3R2,!APC,3
816,PIK3R2,!PTPN2,3
817,PIK3R2,!RET,3
818,PIK3R2,!DUSP2,3
819,PIK3R2,!ESR1,3
820,PIK3R2,!KDM2B,3
821,PIK3R2,!PDCD1,3
822,ATRX,None,5
823,ATRX,!ATRX11,3
824,ATRX,!TNFAIP3,5
825,ATRX,!CIITA DELETION,5
826,ATRX,!PTEN,4
827,ATRX,!CKS1B,5
828,ATRX,!CAD,5
829,ATRX,!FAS,5
830,ATRX,!CRKL,5
831,ATRX,!MCL1,5
832,ATRX,!FGF14,5
833,ATRX,!FGF1412,5
834,ATRX,!TBL1XR1,5
835,ATRX,!FAS13,5
836,ATRX,!CCNE1 ,5
837,ATRX,!RICTOR ,5
838,ATRX,!MYST3 ,5
839,ATRX,!IRS2 ,3
840,ATRX,!MSH2,5
841,ATRX,!PTPRO,5
842,ATRX,!KDR ,5
843,ATRX,!KIT ,4
844,ATRX,!ERBB2 ,5
845,ATRX,!NF1 ,4
846,ATRX,!CDKN2A,5
847,ATRX,!FHIT,5
848,ATRX,!CREBBP,5
849,ATRX,!AURKB ,5
850,ATRX,!BCL2,5
851,ATRX,!BCL2L2 ,5
852,ATRX,!KDM5A14,5
853,ATRX,!DNMT3A,5
854,ATRX,!ARID1A,5
855,ATRX,!BTK,5
856,ATRX,!CREBBP15,5
857,ATRX,!DDR2,5
858,ATRX,!FLCN,4
859,ATRX,!FLT316,5
860,ATRX,!GATA3,5
861,ATRX,!GNAS17,5
862,ATRX,!LRP1B,5
863,ATRX,!LRP1B18,5
864,ATRX,!MAP2K4,4
865,ATRX,!MLL3,5
866,ATRX,!NF1,5
867,ATRX,!NOD1,5
868,ATRX,!NOTCH2,5
869,ATRX,!PDGFRB,5
870,ATRX,!SETD2,5
871,ATRX,!TSC2,5
872,ATRX,!ASMTL,5
873,ATRX,!CDK12,5
874,ATRX,!CIITA,4
875,ATRX,!ETS1,5
876,ATRX,!HIST1H1D,5
877,ATRX,!IKZF2,5
878,ATRX,!IDH1,5
879,ATRX,!IRF4,5
880,ATRX,!MAP2K1,5
881,ATRX,!MSH6,5
882,ATRX,!SUFU,4
883,ATRX,!AR,4
884,ATRX,!PIK3CG,5
885,ATRX,!ARHGAP26,5
886,ATRX,!ATM,5
887,ATRX,!CD274,5
888,ATRX,!EXOSC6,4
889,ATRX,!MYO18A,5
890,ATRX,!PCLO,3
891,ATRX,!PRSS8,5
892,ATRX,!TNFRSF17,5
893,ATRX,!WDR90,4
