,geneA,geneB,number of patients
0,TP53,None,30
1,TP53,RB1,17
2,TP53,GPR124,3
3,TP53,MLL2,3
4,TP53,BRCA2,3
5,TP53,FLYWCH1,3
6,TP53,KDM5A,3
7,TP53,MED12,4
8,TP53,ATRX,10
9,TP53,PTEN,6
10,TP53,CDKN2A,3
11,TP53,CREBBP,4
12,TP53,DNMT3A,3
13,TP53,MLL3,4
14,TP53,TSC2,3
15,TP53,PCLO,3
16,TP53,WDR90,4
17,TP53,NTRK1,4
18,TP53,PRKDC,3
19,TP53,FANCA,3
20,TP53,NCOR2,3
21,TP53,!RB1,13
22,TP53,!CDK4,30
23,TP53,!CEBPA,29
24,TP53,!FGF19,29
25,TP53,!GPR124,27
26,TP53,!MLL2,27
27,TP53,!PIK3CA,29
28,TP53,!PIK3R2,30
29,TP53,!STK11,28
30,TP53,!BRCA2 loss,30
31,TP53,!BLM,30
32,TP53,!BRCA1,28
33,TP53,!MEN1,30
34,TP53,!ASXL1,29
35,TP53,!AXL,29
36,TP53,!BARD1,28
37,TP53,!BRCA2,27
38,TP53,!FLT3,29
39,TP53,!FLYWCH1,27
40,TP53,!FOXL2,28
41,TP53,!GNAS,29
42,TP53,!KDM5A,27
43,TP53,!MED12,26
44,TP53,!PDCD11,29
45,TP53,!SMC3,29
46,TP53,!PTPRD,29
47,TP53,!ALK-STK32B ALK FUSION,29
48,TP53,!C17orf39 amp,29
49,TP53,!C17orf39,29
50,TP53,!ATRX,20
51,TP53,!ATRX11,30
52,TP53,!TNFAIP3,30
53,TP53,!CIITA DELETION,29
54,TP53,!PTEN,24
55,TP53,!CKS1B,29
56,TP53,!CAD,30
57,TP53,!FAS,29
58,TP53,!CRKL,30
59,TP53,!MCL1,29
60,TP53,!FGF14,30
61,TP53,!FGF1412,29
62,TP53,!TBL1XR1,29
63,TP53,!FAS13,28
64,TP53,!CCNE1 ,29
65,TP53,!RICTOR ,28
66,TP53,!MYST3 ,29
67,TP53,!IRS2 ,28
68,TP53,!MSH2,30
69,TP53,!PTPRO,30
70,TP53,!KDR ,28
71,TP53,!KIT ,29
72,TP53,!ERBB2 ,29
73,TP53,!NF1 ,28
74,TP53,!CDKN2A,27
75,TP53,!FHIT,29
76,TP53,!CREBBP,26
77,TP53,!AURKB ,30
78,TP53,!BCL2,30
79,TP53,!BCL2L2 ,30
80,TP53,!KDM5A14,30
81,TP53,!DNMT3A,27
82,TP53,!ARID1A,29
83,TP53,!BTK,30
84,TP53,!CREBBP15,30
85,TP53,!DDR2,28
86,TP53,!FLCN,30
87,TP53,!FLT316,30
88,TP53,!GATA3,30
89,TP53,!GNAS17,30
90,TP53,!LRP1B,30
91,TP53,!LRP1B18,30
92,TP53,!MAP2K4,28
93,TP53,!MLL3,26
94,TP53,!NF1,29
95,TP53,!NOD1,30
96,TP53,!NOTCH2,30
97,TP53,!PDGFRB,30
98,TP53,!SETD2,29
99,TP53,!TSC2,27
100,TP53,!ASMTL,30
101,TP53,!CDK12,29
102,TP53,!CIITA,29
103,TP53,!ETS1,30
104,TP53,!HIST1H1D,30
105,TP53,!IKZF2,30
106,TP53,!IDH1,30
107,TP53,!IRF4,30
108,TP53,!MAP2K1,30
109,TP53,!MSH6,30
110,TP53,!SUFU,30
111,TP53,!AR,28
112,TP53,!PIK3CG,28
113,TP53,!ARHGAP26,28
114,TP53,!ATM,29
115,TP53,!CD274,30
116,TP53,!EXOSC6,29
117,TP53,!MYO18A,28
118,TP53,!PCLO,27
119,TP53,!PRSS8,29
120,TP53,!TNFRSF17,29
121,TP53,!WDR90,26
122,TP53,!GATA2,29
123,TP53,!MAP3K6,29
124,TP53,!SOX2,28
125,TP53,!TLL2,29
126,TP53,!CSF3R,30
127,TP53,!CTCF,30
128,TP53,!DNM2,30
129,TP53,!ERBB4,28
130,TP53,!HNF1A,28
131,TP53,!HSP90AA1,30
132,TP53,!NKX2-1,30
133,TP53,!NUP93,29
134,TP53,!CDKN2B,29
135,TP53,!DOT1L,29
136,TP53,!FANCC,29
137,TP53,!FBXW7,29
138,TP53,!MTOR,28
139,TP53,!NTRK1,26
140,TP53,!PRKDC,27
141,TP53,!STAT5B,30
142,TP53,!CARD11,29
143,TP53,!EPHA3,29
144,TP53,!FANCA,27
145,TP53,!FANCG,29
146,TP53,!GRIN2A,29
147,TP53,!IL7R,29
148,TP53,!ATR,29
149,TP53,!FANCE,29
150,TP53,!BCOR,30
151,TP53,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,30
152,TP53,!DAXX,30
153,TP53,!INPP5D,30
154,TP53,!PTCH1,28
155,TP53,!SDHA,30
156,TP53,!TFC3,30
157,TP53,!TNFRSF11A,30
158,TP53,!BIRC3,29
159,TP53,!BRIP1,28
160,TP53,!CHEK2,30
161,TP53,!CHEK219,29
162,TP53,!MAP3K1,29
163,TP53,!MKI67,28
164,TP53,!MRE11A,29
165,TP53,!RPTOR,29
166,TP53,!MSH3,28
167,TP53,!SDHC,29
168,TP53,!SRC,30
169,TP53,!MDM2,30
170,TP53,!TOP1,29
171,TP53,!JUN,30
172,TP53,!MDM4,30
173,TP53,!FRS2,30
174,TP53,!FRS220,30
175,TP53,!HDAC4,30
176,TP53,!AKT1,30
177,TP53,!JAK1,30
178,TP53,!MAFB,30
179,TP53,!NCSTN,30
180,TP53,!TGFBR2,30
181,TP53,!ETV6,29
182,TP53,!ETV621,29
183,TP53,!IDH2,29
184,TP53,!MYCN,29
185,TP53,!SMARCB1,30
186,TP53,!STAG2,30
187,TP53,!NOTCH1,28
188,TP53,!RAD50,29
189,TP53,!RELN,28
190,TP53,!ARAF,30
191,TP53,!EZH2,30
192,TP53,!NCOR2,27
193,TP53,!CSF1R,28
194,TP53,!MYD88,30
195,TP53,!P2RY8,30
196,TP53,!TAF1,30
197,TP53,!CDKN2C,30
198,TP53,!CIC,29
199,TP53,!FAF1,30
200,TP53,!IKBKE,30
201,TP53,!BCORL1,30
202,TP53,!KLHL6,30
203,TP53,!PDGFRA,29
204,TP53,!STAT6,30
205,TP53,!CD36,29
206,TP53,!AXIN1,30
207,TP53,!AXIN122,28
208,TP53,!PC,28
209,TP53,!MALT1,30
210,TP53,!MALT123,30
211,TP53,!ARID2,30
212,TP53,!CDK8,30
213,TP53,!CPS1,30
214,TP53,!ERBB3,30
215,TP53,!MPL,29
216,TP53,!PCBP1,30
217,TP53,!XBP1,29
218,TP53,!MUTYH,30
219,TP53,!HIST1H2BK,29
220,TP53,!MAPK1,30
221,TP53,!MAPK124,29
222,TP53,!BRSK1,29
223,TP53,!CRLF2,30
224,TP53,!EP300,28
225,TP53,!TYK2,30
226,TP53,!ZNF703,30
227,TP53,!ZNF70325,30
228,TP53,!FGF10,30
229,TP53,!FGF1026,30
230,TP53,!CUX1,30
231,TP53,!HIST1H1C,30
232,TP53,!PDCD1LG2,30
233,TP53,!ROS1,30
234,TP53,!TSC1,29
235,TP53,!MLH1,29
236,TP53,!ZRSR2,30
237,TP53,!CXCR4,29
238,TP53,!EBF1,29
239,TP53,!EPHA5,29
240,TP53,!SOX10,29
241,TP53,!SPEN,29
242,TP53,!AKT2,29
243,TP53,!AKT3,29
244,TP53,!CD79A,29
245,TP53,!GTSE1,29
246,TP53,!IGF1R,29
247,TP53,!MLL,30
248,TP53,!SMARCA1,30
249,TP53,!BCL6,30
250,TP53,!CD22,30
251,TP53,!HDAC7,29
252,TP53,!JAK2,29
253,TP53,!JAK3,30
254,TP53,!TCF3,30
255,TP53,!ABL1,30
256,TP53,!FGFR1,30
257,TP53,!FLT4,29
258,TP53,!INPP4B,30
259,TP53,!MET,30
260,TP53,!MET27,30
261,TP53,!FGF3,30
262,TP53,!FOXO1,30
263,TP53,!POT1,30
264,TP53,!RAD21,30
265,TP53,!SERP2,30
266,TP53,!SF3B1,30
267,TP53,!SMC1A,30
268,TP53,!MAGED1,30
269,TP53,!LRRK2,29
270,TP53,!TSHR,29
271,TP53,!EMSY,29
272,TP53,!CTNNA1,29
273,TP53,!EED,29
274,TP53,!EPHB1,29
275,TP53,!MIB1,29
276,TP53,!TUSC3,29
277,TP53,!MYC,30
278,TP53,!BRAF,30
279,TP53,!KMT2C,30
280,TP53,!NSD1,30
281,TP53,!SMO,29
282,TP53,!STAT4,30
283,TP53,!ALK,29
284,TP53,!DTX1,30
285,TP53,!BCL7A,29
286,TP53,!ECT2L,29
287,TP53,!FLT1,30
288,TP53,!FOXO3,29
289,TP53,!JAZF1,29
290,TP53,!KDM6A,29
291,TP53,!PBRM1,29
292,TP53,!PBRM128,29
293,TP53,!FANCF,30
294,TP53,!SETBP1,30
295,TP53,!CDKN1B,28
296,TP53,!APC,28
297,TP53,!PTPN2,29
298,TP53,!RET,29
299,TP53,!DUSP2,30
300,TP53,!ESR1,30
301,TP53,!KDM2B,30
302,TP53,!PDCD1,30
303,RB1,None,24
304,RB1,FLYWCH1,3
305,RB1,C17orf39 amp,4
306,RB1,ATRX,6
307,RB1,PTEN,3
308,RB1,FLCN,3
309,RB1,MAP2K4,3
310,RB1,MLL3,5
311,RB1,PCLO,3
312,RB1,WDR90,4
313,RB1,NTRK1,4
314,RB1,FANCA,3
315,RB1,MPL,3
316,RB1,!CDK4,24
317,RB1,!CEBPA,23
318,RB1,!FGF19,23
319,RB1,!GPR124,22
320,RB1,!MLL2,22
321,RB1,!PIK3CA,23
322,RB1,!PIK3R2,24
323,RB1,!STK11,22
324,RB1,!BRCA2 loss,23
325,RB1,!BLM,24
326,RB1,!BRCA1,23
327,RB1,!MEN1,23
328,RB1,!ASXL1,24
329,RB1,!AXL,24
330,RB1,!BARD1,22
331,RB1,!BRCA2,22
332,RB1,!FLT3,24
333,RB1,!FLYWCH1,21
334,RB1,!FOXL2,22
335,RB1,!GNAS,23
336,RB1,!KDM5A,22
337,RB1,!MED12,22
338,RB1,!PDCD11,24
339,RB1,!SMC3,24
340,RB1,!PTPRD,24
341,RB1,!ALK-STK32B ALK FUSION,24
342,RB1,!C17orf39 amp,20
343,RB1,!C17orf39,23
344,RB1,!ATRX,18
345,RB1,!ATRX11,23
346,RB1,!TNFAIP3,24
347,RB1,!CIITA DELETION,23
348,RB1,!PTEN,21
349,RB1,!CKS1B,23
350,RB1,!CAD,23
351,RB1,!FAS,24
352,RB1,!CRKL,24
353,RB1,!MCL1,23
354,RB1,!FGF14,24
355,RB1,!FGF1412,23
356,RB1,!TBL1XR1,23
357,RB1,!FAS13,24
358,RB1,!CCNE1 ,24
359,RB1,!RICTOR ,22
360,RB1,!MYST3 ,23
361,RB1,!IRS2 ,23
362,RB1,!MSH2,24
363,RB1,!PTPRO,24
364,RB1,!KDR ,23
365,RB1,!KIT ,24
366,RB1,!ERBB2 ,24
367,RB1,!NF1 ,23
368,RB1,!CDKN2A,23
369,RB1,!FHIT,24
370,RB1,!CREBBP,22
371,RB1,!AURKB ,23
372,RB1,!BCL2,24
373,RB1,!BCL2L2 ,23
374,RB1,!KDM5A14,23
375,RB1,!DNMT3A,23
376,RB1,!ARID1A,22
377,RB1,!BTK,23
378,RB1,!CREBBP15,23
379,RB1,!DDR2,22
380,RB1,!FLCN,21
381,RB1,!FLT316,23
382,RB1,!GATA3,22
383,RB1,!GNAS17,23
384,RB1,!LRP1B,23
385,RB1,!LRP1B18,22
386,RB1,!MAP2K4,21
387,RB1,!MLL3,19
388,RB1,!NF1,22
389,RB1,!NOD1,23
390,RB1,!NOTCH2,23
391,RB1,!PDGFRB,22
392,RB1,!SETD2,23
393,RB1,!TSC2,22
394,RB1,!ASMTL,24
395,RB1,!CDK12,24
396,RB1,!CIITA,22
397,RB1,!ETS1,24
398,RB1,!HIST1H1D,22
399,RB1,!IKZF2,23
400,RB1,!IDH1,24
401,RB1,!IRF4,24
402,RB1,!MAP2K1,24
403,RB1,!MSH6,24
404,RB1,!SUFU,24
405,RB1,!AR,24
406,RB1,!PIK3CG,23
407,RB1,!ARHGAP26,22
408,RB1,!ATM,23
409,RB1,!CD274,24
410,RB1,!EXOSC6,23
411,RB1,!MYO18A,22
412,RB1,!PCLO,21
413,RB1,!PRSS8,23
414,RB1,!TNFRSF17,23
415,RB1,!WDR90,20
416,RB1,!GATA2,22
417,RB1,!MAP3K6,23
418,RB1,!SOX2,22
419,RB1,!TLL2,22
420,RB1,!CSF3R,24
421,RB1,!CTCF,24
422,RB1,!DNM2,24
423,RB1,!ERBB4,22
424,RB1,!HNF1A,23
425,RB1,!HSP90AA1,24
426,RB1,!NKX2-1,24
427,RB1,!NUP93,24
428,RB1,!CDKN2B,24
429,RB1,!DOT1L,24
430,RB1,!FANCC,23
431,RB1,!FBXW7,24
432,RB1,!MTOR,23
433,RB1,!NTRK1,20
434,RB1,!PRKDC,22
435,RB1,!STAT5B,23
436,RB1,!CARD11,22
437,RB1,!EPHA3,23
438,RB1,!FANCA,21
439,RB1,!FANCG,23
440,RB1,!GRIN2A,22
441,RB1,!IL7R,23
442,RB1,!ATR,23
443,RB1,!FANCE,24
444,RB1,!BCOR,23
445,RB1,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,24
446,RB1,!DAXX,22
447,RB1,!INPP5D,23
448,RB1,!PTCH1,22
449,RB1,!SDHA,23
450,RB1,!TFC3,23
451,RB1,!TNFRSF11A,23
452,RB1,!BIRC3,24
453,RB1,!BRIP1,23
454,RB1,!CHEK2,24
455,RB1,!CHEK219,24
456,RB1,!MAP3K1,24
457,RB1,!MKI67,23
458,RB1,!MRE11A,24
459,RB1,!RPTOR,24
460,RB1,!MSH3,22
461,RB1,!SDHC,24
462,RB1,!SRC,24
463,RB1,!MDM2,24
464,RB1,!TOP1,23
465,RB1,!JUN,24
466,RB1,!MDM4,24
467,RB1,!FRS2,24
468,RB1,!FRS220,24
469,RB1,!HDAC4,24
470,RB1,!AKT1,24
471,RB1,!JAK1,24
472,RB1,!MAFB,24
473,RB1,!NCSTN,24
474,RB1,!TGFBR2,24
475,RB1,!ETV6,23
476,RB1,!ETV621,23
477,RB1,!IDH2,23
478,RB1,!MYCN,23
479,RB1,!SMARCB1,24
480,RB1,!STAG2,24
481,RB1,!NOTCH1,22
482,RB1,!RAD50,24
483,RB1,!RELN,23
484,RB1,!ARAF,24
485,RB1,!EZH2,23
486,RB1,!NCOR2,23
487,RB1,!CSF1R,23
488,RB1,!MYD88,24
489,RB1,!P2RY8,24
490,RB1,!TAF1,24
491,RB1,!CDKN2C,23
492,RB1,!CIC,24
493,RB1,!FAF1,23
494,RB1,!IKBKE,24
495,RB1,!BCORL1,24
496,RB1,!KLHL6,24
497,RB1,!PDGFRA,24
498,RB1,!STAT6,23
499,RB1,!CD36,22
500,RB1,!AXIN1,24
501,RB1,!AXIN122,23
502,RB1,!PC,22
503,RB1,!MALT1,24
504,RB1,!MALT123,24
505,RB1,!ARID2,23
506,RB1,!CDK8,23
507,RB1,!CPS1,22
508,RB1,!ERBB3,23
509,RB1,!MPL,21
510,RB1,!PCBP1,23
511,RB1,!XBP1,22
512,RB1,!MUTYH,24
513,RB1,!HIST1H2BK,24
514,RB1,!MAPK1,24
515,RB1,!MAPK124,24
516,RB1,!BRSK1,23
517,RB1,!CRLF2,24
518,RB1,!EP300,22
519,RB1,!TYK2,24
520,RB1,!ZNF703,24
521,RB1,!ZNF70325,24
522,RB1,!FGF10,24
523,RB1,!FGF1026,24
524,RB1,!CUX1,24
525,RB1,!HIST1H1C,24
526,RB1,!PDCD1LG2,24
527,RB1,!ROS1,24
528,RB1,!TSC1,24
529,RB1,!MLH1,24
530,RB1,!ZRSR2,24
531,RB1,!CXCR4,23
532,RB1,!EBF1,23
533,RB1,!EPHA5,22
534,RB1,!SOX10,23
535,RB1,!SPEN,23
536,RB1,!AKT2,24
537,RB1,!AKT3,24
538,RB1,!CD79A,24
539,RB1,!GTSE1,24
540,RB1,!IGF1R,24
541,RB1,!MLL,24
542,RB1,!SMARCA1,24
543,RB1,!BCL6,23
544,RB1,!CD22,24
545,RB1,!HDAC7,24
546,RB1,!JAK2,24
547,RB1,!JAK3,24
548,RB1,!TCF3,23
549,RB1,!ABL1,23
550,RB1,!FGFR1,23
551,RB1,!FLT4,22
552,RB1,!INPP4B,22
553,RB1,!MET,23
554,RB1,!MET27,23
555,RB1,!FGF3,24
556,RB1,!FOXO1,24
557,RB1,!POT1,23
558,RB1,!RAD21,23
559,RB1,!SERP2,24
560,RB1,!SF3B1,24
561,RB1,!SMC1A,24
562,RB1,!MAGED1,24
563,RB1,!LRRK2,23
564,RB1,!TSHR,23
565,RB1,!EMSY,23
566,RB1,!CTNNA1,23
567,RB1,!EED,23
568,RB1,!EPHB1,23
569,RB1,!MIB1,23
570,RB1,!TUSC3,23
571,RB1,!MYC,23
572,RB1,!BRAF,23
573,RB1,!KMT2C,23
574,RB1,!NSD1,23
575,RB1,!SMO,23
576,RB1,!STAT4,23
577,RB1,!ALK,23
578,RB1,!DTX1,24
579,RB1,!BCL7A,23
580,RB1,!ECT2L,23
581,RB1,!FLT1,24
582,RB1,!FOXO3,23
583,RB1,!JAZF1,23
584,RB1,!KDM6A,23
585,RB1,!PBRM1,23
586,RB1,!PBRM128,23
587,RB1,!FANCF,24
588,RB1,!SETBP1,24
589,RB1,!CDKN1B,22
590,RB1,!APC,22
591,RB1,!PTPN2,23
592,RB1,!RET,23
593,RB1,!DUSP2,24
594,RB1,!ESR1,24
595,RB1,!KDM2B,24
596,RB1,!PDCD1,24
597,GPR124,None,3
598,GPR124,!PIK3CA,3
599,GPR124,!PIK3R2,3
600,GPR124,!BRCA2 loss,3
601,GPR124,!BLM,3
602,GPR124,!BRCA1,3
603,GPR124,!MEN1,3
604,GPR124,!ASXL1,3
605,GPR124,!AXL,3
606,GPR124,!BARD1,3
607,GPR124,!BRCA2,3
608,GPR124,!FLT3,3
609,GPR124,!FLYWCH1,3
610,GPR124,!FOXL2,3
611,GPR124,!GNAS,3
612,GPR124,!KDM5A,3
613,GPR124,!MED12,3
614,GPR124,!PDCD11,3
615,GPR124,!SMC3,3
616,GPR124,!PTPRD,3
617,GPR124,!ALK-STK32B ALK FUSION,3
618,GPR124,!C17orf39 amp,3
619,GPR124,!C17orf39,3
620,GPR124,!ATRX11,3
621,GPR124,!TNFAIP3,3
622,GPR124,!CIITA DELETION,3
623,GPR124,!PTEN,3
624,GPR124,!CKS1B,3
625,GPR124,!CAD,3
626,GPR124,!FAS,3
627,GPR124,!CRKL,3
628,GPR124,!MCL1,3
629,GPR124,!FGF14,3
630,GPR124,!FGF1412,3
631,GPR124,!TBL1XR1,3
632,GPR124,!FAS13,3
633,GPR124,!CCNE1 ,3
634,GPR124,!RICTOR ,3
635,GPR124,!MYST3 ,3
636,GPR124,!IRS2 ,3
637,GPR124,!MSH2,3
638,GPR124,!PTPRO,3
639,GPR124,!KDR ,3
640,GPR124,!KIT ,3
641,GPR124,!ERBB2 ,3
642,GPR124,!NF1 ,3
643,GPR124,!CDKN2A,3
644,GPR124,!FHIT,3
645,GPR124,!CREBBP,3
646,GPR124,!AURKB ,3
647,GPR124,!BCL2,3
648,GPR124,!BCL2L2 ,3
649,GPR124,!KDM5A14,3
650,GPR124,!DNMT3A,3
651,GPR124,!ARID1A,3
652,GPR124,!BTK,3
653,GPR124,!CREBBP15,3
654,GPR124,!DDR2,3
655,GPR124,!FLCN,3
656,GPR124,!FLT316,3
657,GPR124,!GATA3,3
658,GPR124,!GNAS17,3
659,GPR124,!LRP1B,3
660,GPR124,!LRP1B18,3
661,GPR124,!MAP2K4,3
662,GPR124,!MLL3,3
663,GPR124,!NF1,3
664,GPR124,!NOD1,3
665,GPR124,!NOTCH2,3
666,GPR124,!PDGFRB,3
667,GPR124,!SETD2,3
668,GPR124,!ASMTL,3
669,GPR124,!CDK12,3
670,GPR124,!CIITA,3
671,GPR124,!ETS1,3
672,GPR124,!HIST1H1D,3
673,GPR124,!IKZF2,3
674,GPR124,!IDH1,3
675,GPR124,!IRF4,3
676,GPR124,!MAP2K1,3
677,GPR124,!MSH6,3
678,GPR124,!SUFU,3
679,GPR124,!AR,3
680,GPR124,!ARHGAP26,3
681,GPR124,!ATM,3
682,GPR124,!CD274,3
683,GPR124,!EXOSC6,3
684,GPR124,!MYO18A,3
685,GPR124,!PCLO,3
686,GPR124,!PRSS8,3
687,GPR124,!TNFRSF17,3
688,GPR124,!WDR90,3
689,GPR124,!GATA2,3
690,GPR124,!MAP3K6,3
691,GPR124,!SOX2,3
692,GPR124,!TLL2,3
693,GPR124,!CSF3R,3
694,GPR124,!CTCF,3
695,GPR124,!DNM2,3
696,GPR124,!ERBB4,3
697,GPR124,!HNF1A,3
698,GPR124,!HSP90AA1,3
699,GPR124,!NKX2-1,3
700,GPR124,!NUP93,3
701,GPR124,!CDKN2B,3
702,GPR124,!DOT1L,3
703,GPR124,!FANCC,3
704,GPR124,!FBXW7,3
705,GPR124,!MTOR,3
706,GPR124,!PRKDC,3
707,GPR124,!STAT5B,3
708,GPR124,!CARD11,3
709,GPR124,!EPHA3,3
710,GPR124,!FANCA,3
711,GPR124,!FANCG,3
712,GPR124,!GRIN2A,3
713,GPR124,!IL7R,3
714,GPR124,!ATR,3
715,GPR124,!FANCE,3
716,GPR124,!BCOR,3
717,GPR124,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,3
718,GPR124,!DAXX,3
719,GPR124,!INPP5D,3
720,GPR124,!PTCH1,3
721,GPR124,!SDHA,3
722,GPR124,!TFC3,3
723,GPR124,!TNFRSF11A,3
724,GPR124,!BIRC3,3
725,GPR124,!BRIP1,3
726,GPR124,!CHEK2,3
727,GPR124,!CHEK219,3
728,GPR124,!MAP3K1,3
729,GPR124,!MKI67,3
730,GPR124,!MRE11A,3
731,GPR124,!RPTOR,3
732,GPR124,!MSH3,3
733,GPR124,!SDHC,3
734,GPR124,!SRC,3
735,GPR124,!MDM2,3
736,GPR124,!TOP1,3
737,GPR124,!JUN,3
738,GPR124,!MDM4,3
739,GPR124,!FRS2,3
740,GPR124,!FRS220,3
741,GPR124,!HDAC4,3
742,GPR124,!AKT1,3
743,GPR124,!JAK1,3
744,GPR124,!MAFB,3
745,GPR124,!NCSTN,3
746,GPR124,!TGFBR2,3
747,GPR124,!ETV6,3
748,GPR124,!ETV621,3
749,GPR124,!IDH2,3
750,GPR124,!MYCN,3
751,GPR124,!SMARCB1,3
752,GPR124,!STAG2,3
753,GPR124,!NOTCH1,3
754,GPR124,!RAD50,3
755,GPR124,!ARAF,3
756,GPR124,!EZH2,3
757,GPR124,!CSF1R,3
758,GPR124,!MYD88,3
759,GPR124,!P2RY8,3
760,GPR124,!TAF1,3
761,GPR124,!CDKN2C,3
762,GPR124,!CIC,3
763,GPR124,!FAF1,3
764,GPR124,!IKBKE,3
765,GPR124,!BCORL1,3
766,GPR124,!KLHL6,3
767,GPR124,!PDGFRA,3
768,GPR124,!STAT6,3
769,GPR124,!CD36,3
770,GPR124,!AXIN1,3
771,GPR124,!AXIN122,3
772,GPR124,!PC,3
773,GPR124,!MALT1,3
774,GPR124,!MALT123,3
775,GPR124,!ARID2,3
776,GPR124,!CDK8,3
777,GPR124,!CPS1,3
778,GPR124,!ERBB3,3
779,GPR124,!PCBP1,3
780,GPR124,!XBP1,3
781,GPR124,!MUTYH,3
782,GPR124,!MAPK1,3
783,GPR124,!BRSK1,3
784,GPR124,!CRLF2,3
785,GPR124,!EP300,3
786,GPR124,!TYK2,3
787,GPR124,!ZNF703,3
788,GPR124,!ZNF70325,3
789,GPR124,!FGF10,3
790,GPR124,!FGF1026,3
791,GPR124,!CUX1,3
792,GPR124,!HIST1H1C,3
793,GPR124,!PDCD1LG2,3
794,GPR124,!ROS1,3
795,GPR124,!TSC1,3
796,GPR124,!MLH1,3
797,GPR124,!ZRSR2,3
798,GPR124,!CXCR4,3
799,GPR124,!EBF1,3
800,GPR124,!EPHA5,3
801,GPR124,!SOX10,3
802,GPR124,!SPEN,3
803,GPR124,!AKT2,3
804,GPR124,!AKT3,3
805,GPR124,!CD79A,3
806,GPR124,!GTSE1,3
807,GPR124,!IGF1R,3
808,GPR124,!MLL,3
809,GPR124,!SMARCA1,3
810,GPR124,!BCL6,3
811,GPR124,!CD22,3
812,GPR124,!HDAC7,3
813,GPR124,!JAK2,3
814,GPR124,!JAK3,3
815,GPR124,!TCF3,3
816,GPR124,!ABL1,3
817,GPR124,!FGFR1,3
818,GPR124,!FLT4,3
819,GPR124,!INPP4B,3
820,GPR124,!MET,3
821,GPR124,!MET27,3
822,GPR124,!FGF3,3
823,GPR124,!FOXO1,3
824,GPR124,!POT1,3
825,GPR124,!RAD21,3
826,GPR124,!SERP2,3
827,GPR124,!SF3B1,3
828,GPR124,!SMC1A,3
829,GPR124,!MAGED1,3
830,GPR124,!LRRK2,3
831,GPR124,!TSHR,3
832,GPR124,!EMSY,3
833,GPR124,!CTNNA1,3
834,GPR124,!EED,3
835,GPR124,!EPHB1,3
836,GPR124,!MIB1,3
837,GPR124,!TUSC3,3
838,GPR124,!MYC,3
839,GPR124,!BRAF,3
840,GPR124,!KMT2C,3
841,GPR124,!NSD1,3
842,GPR124,!SMO,3
843,GPR124,!STAT4,3
844,GPR124,!ALK,3
845,GPR124,!DTX1,3
846,GPR124,!BCL7A,3
847,GPR124,!ECT2L,3
848,GPR124,!FLT1,3
849,GPR124,!FOXO3,3
850,GPR124,!JAZF1,3
851,GPR124,!KDM6A,3
852,GPR124,!PBRM1,3
853,GPR124,!PBRM128,3
854,GPR124,!FANCF,3
855,GPR124,!SETBP1,3
856,GPR124,!DUSP2,3
857,GPR124,!ESR1,3
858,GPR124,!KDM2B,3
859,GPR124,!PDCD1,3
860,MLL2,None,4
861,MLL2,!PIK3CA,3
862,MLL2,!PIK3R2,4
863,MLL2,!STK11,4
864,MLL2,!BRCA2 loss,4
865,MLL2,!BLM,4
866,MLL2,!BRCA1,4
867,MLL2,!MEN1,4
868,MLL2,!ASXL1,3
869,MLL2,!AXL,3
870,MLL2,!BARD1,3
871,MLL2,!BRCA2,3
872,MLL2,!FLT3,3
873,MLL2,!FLYWCH1,3
874,MLL2,!FOXL2,3
875,MLL2,!GNAS,3
876,MLL2,!KDM5A,3
877,MLL2,!MED12,3
878,MLL2,!PDCD11,3
879,MLL2,!SMC3,3
880,MLL2,!PTPRD,4
881,MLL2,!ALK-STK32B ALK FUSION,4
882,MLL2,!C17orf39 amp,4
883,MLL2,!C17orf39,4
884,MLL2,!ATRX,3
885,MLL2,!ATRX11,4
886,MLL2,!TNFAIP3,3
887,MLL2,!CIITA DELETION,4
888,MLL2,!PTEN,3
889,MLL2,!CKS1B,3
890,MLL2,!CAD,4
891,MLL2,!FAS,4
892,MLL2,!CRKL,4
893,MLL2,!MCL1,3
894,MLL2,!FGF14,4
895,MLL2,!FGF1412,4
896,MLL2,!TBL1XR1,4
897,MLL2,!FAS13,4
898,MLL2,!CCNE1 ,4
899,MLL2,!RICTOR ,4
900,MLL2,!MYST3 ,4
901,MLL2,!IRS2 ,4
902,MLL2,!MSH2,4
903,MLL2,!PTPRO,4
904,MLL2,!KDR ,4
905,MLL2,!KIT ,4
906,MLL2,!ERBB2 ,4
907,MLL2,!NF1 ,4
908,MLL2,!CDKN2A,4
909,MLL2,!FHIT,4
910,MLL2,!CREBBP,4
911,MLL2,!AURKB ,4
912,MLL2,!BCL2,4
913,MLL2,!BCL2L2 ,4
914,MLL2,!KDM5A14,4
915,MLL2,!DNMT3A,4
916,MLL2,!ARID1A,4
917,MLL2,!BTK,4
918,MLL2,!CREBBP15,4
919,MLL2,!DDR2,4
920,MLL2,!FLCN,4
921,MLL2,!FLT316,4
922,MLL2,!GATA3,4
923,MLL2,!GNAS17,4
924,MLL2,!LRP1B,4
925,MLL2,!LRP1B18,4
926,MLL2,!MAP2K4,4
927,MLL2,!MLL3,4
