,geneA,geneB,number of patients
14530,!BRCA2,!LRP1B,39
14531,!BRCA2,!LRP1B18,40
14532,!BRCA2,!MAP2K4,38
14533,!BRCA2,!MLL3,33
14534,!BRCA2,!NF1,39
14535,!BRCA2,!NOD1,40
14536,!BRCA2,!NOTCH2,40
14537,!BRCA2,!PDGFRB,39
14538,!BRCA2,!SETD2,39
14539,!BRCA2,!TSC2,36
14540,!BRCA2,!ASMTL,40
14541,!BRCA2,!CDK12,39
14542,!BRCA2,!CIITA,38
14543,!BRCA2,!ETS1,40
14544,!BRCA2,!HIST1H1D,38
14545,!BRCA2,!IKZF2,40
14546,!BRCA2,!IDH1,40
14547,!BRCA2,!IRF4,40
14548,!BRCA2,!MAP2K1,40
14549,!BRCA2,!MSH6,40
14550,!BRCA2,!SUFU,40
14551,!BRCA2,!AR,38
14552,!BRCA2,!PIK3CG,39
14553,!BRCA2,!ARHGAP26,39
14554,!BRCA2,!ATM,40
14555,!BRCA2,!CD274,41
14556,!BRCA2,!EXOSC6,40
14557,!BRCA2,!MYO18A,38
14558,!BRCA2,!PCLO,37
14559,!BRCA2,!PRSS8,40
14560,!BRCA2,!TNFRSF17,40
14561,!BRCA2,!WDR90,35
14562,!BRCA2,!GATA2,39
14563,!BRCA2,!MAP3K6,40
14564,!BRCA2,!SOX2,38
14565,!BRCA2,!TLL2,39
14566,!BRCA2,!CSF3R,41
14567,!BRCA2,!CTCF,41
14568,!BRCA2,!DNM2,41
14569,!BRCA2,!ERBB4,39
14570,!BRCA2,!HNF1A,38
14571,!BRCA2,!HSP90AA1,41
14572,!BRCA2,!NKX2-1,41
14573,!BRCA2,!NUP93,40
14574,!BRCA2,!CDKN2B,40
14575,!BRCA2,!DOT1L,40
14576,!BRCA2,!FANCC,39
14577,!BRCA2,!FBXW7,40
14578,!BRCA2,!MTOR,39
14579,!BRCA2,!NTRK1,35
14580,!BRCA2,!PRKDC,37
14581,!BRCA2,!STAT5B,40
14582,!BRCA2,!CARD11,40
14583,!BRCA2,!EPHA3,40
14584,!BRCA2,!FANCA,37
14585,!BRCA2,!FANCG,40
14586,!BRCA2,!GRIN2A,38
14587,!BRCA2,!IL7R,40
14588,!BRCA2,!ATR,39
14589,!BRCA2,!FANCE,40
14590,!BRCA2,!BCOR,40
14591,!BRCA2,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,41
14592,!BRCA2,!DAXX,40
14593,!BRCA2,!INPP5D,40
14594,!BRCA2,!PTCH1,39
14595,!BRCA2,!SDHA,40
14596,!BRCA2,!TFC3,40
14597,!BRCA2,!TNFRSF11A,40
14598,!BRCA2,!BIRC3,41
14599,!BRCA2,!BRIP1,40
14600,!BRCA2,!CHEK2,40
14601,!BRCA2,!CHEK219,41
14602,!BRCA2,!MAP3K1,41
14603,!BRCA2,!MKI67,39
14604,!BRCA2,!MRE11A,40
14605,!BRCA2,!RPTOR,40
14606,!BRCA2,!MSH3,40
14607,!BRCA2,!SDHC,40
14608,!BRCA2,!SRC,40
14609,!BRCA2,!MDM2,40
14610,!BRCA2,!TOP1,39
14611,!BRCA2,!JUN,40
14612,!BRCA2,!MDM4,40
14613,!BRCA2,!FRS2,40
14614,!BRCA2,!FRS220,41
14615,!BRCA2,!HDAC4,39
14616,!BRCA2,!AKT1,41
14617,!BRCA2,!JAK1,40
14618,!BRCA2,!MAFB,40
14619,!BRCA2,!NCSTN,40
14620,!BRCA2,!TGFBR2,40
14621,!BRCA2,!ETV6,40
14622,!BRCA2,!ETV621,40
14623,!BRCA2,!IDH2,40
14624,!BRCA2,!MYCN,40
14625,!BRCA2,!SMARCB1,41
14626,!BRCA2,!STAG2,40
14627,!BRCA2,!NOTCH1,38
14628,!BRCA2,!RAD50,40
14629,!BRCA2,!RELN,38
14630,!BRCA2,!ARAF,41
14631,!BRCA2,!EZH2,40
14632,!BRCA2,!NCOR2,36
14633,!BRCA2,!CSF1R,40
14634,!BRCA2,!MYD88,41
14635,!BRCA2,!P2RY8,41
14636,!BRCA2,!TAF1,41
14637,!BRCA2,!CDKN2C,38
14638,!BRCA2,!CIC,39
14639,!BRCA2,!FAF1,38
14640,!BRCA2,!IKBKE,40
14641,!BRCA2,!BCORL1,40
14642,!BRCA2,!KLHL6,40
14643,!BRCA2,!PDGFRA,39
14644,!BRCA2,!STAT6,39
14645,!BRCA2,!CD36,40
14646,!BRCA2,!AXIN1,40
14647,!BRCA2,!AXIN122,40
14648,!BRCA2,!PC,40
14649,!BRCA2,!MALT1,41
14650,!BRCA2,!MALT123,40
14651,!BRCA2,!ARID2,40
14652,!BRCA2,!CDK8,40
14653,!BRCA2,!CPS1,38
14654,!BRCA2,!ERBB3,40
14655,!BRCA2,!MPL,38
14656,!BRCA2,!PCBP1,40
14657,!BRCA2,!XBP1,39
14658,!BRCA2,!MUTYH,41
14659,!BRCA2,!HIST1H2BK,40
14660,!BRCA2,!MAPK1,41
14661,!BRCA2,!MAPK124,40
14662,!BRCA2,!BRSK1,40
14663,!BRCA2,!CRLF2,41
14664,!BRCA2,!EP300,39
14665,!BRCA2,!TYK2,41
14666,!BRCA2,!ZNF703,41
14667,!BRCA2,!ZNF70325,41
14668,!BRCA2,!FGF10,40
14669,!BRCA2,!FGF1026,41
14670,!BRCA2,!CUX1,40
14671,!BRCA2,!HIST1H1C,41
14672,!BRCA2,!PDCD1LG2,41
14673,!BRCA2,!ROS1,41
14674,!BRCA2,!TSC1,39
14675,!BRCA2,!MLH1,40
14676,!BRCA2,!ZRSR2,40
14677,!BRCA2,!CXCR4,40
14678,!BRCA2,!EBF1,40
14679,!BRCA2,!EPHA5,39
14680,!BRCA2,!SOX10,40
14681,!BRCA2,!SPEN,40
14682,!BRCA2,!AKT2,40
14683,!BRCA2,!AKT3,40
14684,!BRCA2,!CD79A,40
14685,!BRCA2,!GTSE1,40
14686,!BRCA2,!IGF1R,40
14687,!BRCA2,!MLL,41
14688,!BRCA2,!SMARCA1,41
14689,!BRCA2,!BCL6,40
14690,!BRCA2,!CD22,41
14691,!BRCA2,!HDAC7,40
14692,!BRCA2,!JAK2,40
14693,!BRCA2,!JAK3,41
14694,!BRCA2,!TCF3,40
14695,!BRCA2,!ABL1,40
14696,!BRCA2,!FGFR1,40
14697,!BRCA2,!FLT4,39
14698,!BRCA2,!INPP4B,40
14699,!BRCA2,!MET,40
14700,!BRCA2,!MET27,40
14701,!BRCA2,!FGF3,41
14702,!BRCA2,!FOXO1,41
14703,!BRCA2,!POT1,40
14704,!BRCA2,!RAD21,40
14705,!BRCA2,!SERP2,41
14706,!BRCA2,!SF3B1,41
14707,!BRCA2,!SMC1A,41
14708,!BRCA2,!MAGED1,41
14709,!BRCA2,!LRRK2,40
14710,!BRCA2,!TSHR,40
14711,!BRCA2,!EMSY,40
14712,!BRCA2,!CTNNA1,40
14713,!BRCA2,!EED,39
14714,!BRCA2,!EPHB1,40
14715,!BRCA2,!MIB1,40
14716,!BRCA2,!TUSC3,40
14717,!BRCA2,!MYC,40
14718,!BRCA2,!BRAF,40
14719,!BRCA2,!KMT2C,40
14720,!BRCA2,!NSD1,40
14721,!BRCA2,!SMO,39
14722,!BRCA2,!STAT4,40
14723,!BRCA2,!ALK,40
14724,!BRCA2,!DTX1,41
14725,!BRCA2,!BCL7A,40
14726,!BRCA2,!ECT2L,39
14727,!BRCA2,!FLT1,40
14728,!BRCA2,!FOXO3,40
14729,!BRCA2,!JAZF1,40
14730,!BRCA2,!KDM6A,40
14731,!BRCA2,!PBRM1,40
14732,!BRCA2,!PBRM128,40
14733,!BRCA2,!FANCF,41
14734,!BRCA2,!SETBP1,41
14735,!BRCA2,!CDKN1B,39
14736,!BRCA2,!APC,38
14737,!BRCA2,!PTPN2,40
14738,!BRCA2,!RET,40
14739,!BRCA2,!DUSP2,41
14740,!BRCA2,!ESR1,41
14741,!BRCA2,!KDM2B,41
14742,!BRCA2,!PDCD1,41
14743,FLT3,None,44
14744,!FLT3,FLYWCH1,3
14745,!FLT3,MED12,3
14746,!FLT3,C17orf39 amp,4
14747,!FLT3,ATRX,11
14748,!FLT3,PTEN,6
14749,!FLT3,RICTOR ,3
14750,!FLT3,IRS2 ,3
14751,!FLT3,NF1 ,3
14752,!FLT3,CDKN2A,5
14753,!FLT3,CREBBP,4
14754,!FLT3,DNMT3A,3
14755,!FLT3,ARID1A,3
14756,!FLT3,DDR2,4
14757,!FLT3,FLCN,3
14758,!FLT3,MAP2K4,4
14759,!FLT3,MLL3,8
14760,!FLT3,TSC2,5
14761,!FLT3,CIITA,3
14762,!FLT3,HIST1H1D,3
14763,!FLT3,AR,3
14764,!FLT3,MYO18A,3
14765,!FLT3,PCLO,4
14766,!FLT3,WDR90,6
14767,!FLT3,SOX2,3
14768,!FLT3,TLL2,3
14769,!FLT3,HNF1A,3
14770,!FLT3,NTRK1,6
14771,!FLT3,PRKDC,4
14772,!FLT3,FANCA,4
14773,!FLT3,GRIN2A,3
14774,!FLT3,PTCH1,3
14775,!FLT3,MKI67,3
14776,!FLT3,MSH3,3
14777,!FLT3,NOTCH1,3
14778,!FLT3,RELN,3
14779,!FLT3,NCOR2,5
14780,!FLT3,CDKN2C,3
14781,!FLT3,FAF1,3
14782,!FLT3,CPS1,3
14783,!FLT3,MPL,3
14784,!FLT3,APC,3
14785,!FLT3,!FLYWCH1,41
14786,!FLT3,!FOXL2,42
14787,!FLT3,!GNAS,43
14788,!FLT3,!KDM5A,42
14789,!FLT3,!MED12,41
14790,!FLT3,!PDCD11,44
14791,!FLT3,!SMC3,44
14792,!FLT3,!PTPRD,43
14793,!FLT3,!ALK-STK32B ALK FUSION,43
14794,!FLT3,!C17orf39 amp,40
14795,!FLT3,!C17orf39,43
14796,!FLT3,!ATRX,33
14797,!FLT3,!ATRX11,43
14798,!FLT3,!TNFAIP3,42
14799,!FLT3,!CIITA DELETION,43
14800,!FLT3,!PTEN,38
14801,!FLT3,!CKS1B,43
14802,!FLT3,!CAD,43
14803,!FLT3,!FAS,43
14804,!FLT3,!CRKL,44
14805,!FLT3,!MCL1,43
14806,!FLT3,!FGF14,44
14807,!FLT3,!FGF1412,42
14808,!FLT3,!TBL1XR1,43
14809,!FLT3,!FAS13,42
14810,!FLT3,!CCNE1 ,43
14811,!FLT3,!RICTOR ,41
14812,!FLT3,!MYST3 ,43
14813,!FLT3,!IRS2 ,41
14814,!FLT3,!MSH2,43
14815,!FLT3,!PTPRO,43
14816,!FLT3,!KDR ,42
14817,!FLT3,!KIT ,43
14818,!FLT3,!ERBB2 ,43
14819,!FLT3,!NF1 ,41
14820,!FLT3,!CDKN2A,39
14821,!FLT3,!FHIT,43
14822,!FLT3,!CREBBP,40
14823,!FLT3,!AURKB ,43
14824,!FLT3,!BCL2,44
14825,!FLT3,!BCL2L2 ,43
14826,!FLT3,!KDM5A14,43
14827,!FLT3,!DNMT3A,41
14828,!FLT3,!ARID1A,41
14829,!FLT3,!BTK,43
14830,!FLT3,!CREBBP15,43
14831,!FLT3,!DDR2,40
14832,!FLT3,!FLCN,41
14833,!FLT3,!FLT316,43
14834,!FLT3,!GATA3,42
14835,!FLT3,!GNAS17,43
14836,!FLT3,!LRP1B,42
14837,!FLT3,!LRP1B18,42
14838,!FLT3,!MAP2K4,40
14839,!FLT3,!MLL3,36
14840,!FLT3,!NF1,42
14841,!FLT3,!NOD1,43
14842,!FLT3,!NOTCH2,43
14843,!FLT3,!PDGFRB,42
14844,!FLT3,!SETD2,42
14845,!FLT3,!TSC2,39
14846,!FLT3,!ASMTL,43
14847,!FLT3,!CDK12,42
14848,!FLT3,!CIITA,41
14849,!FLT3,!ETS1,43
14850,!FLT3,!HIST1H1D,41
14851,!FLT3,!IKZF2,43
14852,!FLT3,!IDH1,43
14853,!FLT3,!IRF4,43
14854,!FLT3,!MAP2K1,43
14855,!FLT3,!MSH6,43
14856,!FLT3,!SUFU,43
14857,!FLT3,!AR,41
14858,!FLT3,!PIK3CG,42
14859,!FLT3,!ARHGAP26,42
14860,!FLT3,!ATM,43
14861,!FLT3,!CD274,44
14862,!FLT3,!EXOSC6,43
14863,!FLT3,!MYO18A,41
14864,!FLT3,!PCLO,40
14865,!FLT3,!PRSS8,43
14866,!FLT3,!TNFRSF17,43
14867,!FLT3,!WDR90,38
14868,!FLT3,!GATA2,42
14869,!FLT3,!MAP3K6,43
14870,!FLT3,!SOX2,41
14871,!FLT3,!TLL2,41
14872,!FLT3,!CSF3R,44
14873,!FLT3,!CTCF,44
14874,!FLT3,!DNM2,44
14875,!FLT3,!ERBB4,42
14876,!FLT3,!HNF1A,41
14877,!FLT3,!HSP90AA1,44
14878,!FLT3,!NKX2-1,44
14879,!FLT3,!NUP93,43
14880,!FLT3,!CDKN2B,43
14881,!FLT3,!DOT1L,43
14882,!FLT3,!FANCC,42
14883,!FLT3,!FBXW7,43
14884,!FLT3,!MTOR,42
14885,!FLT3,!NTRK1,38
14886,!FLT3,!PRKDC,40
14887,!FLT3,!STAT5B,43
14888,!FLT3,!CARD11,42
14889,!FLT3,!EPHA3,43
14890,!FLT3,!FANCA,40
14891,!FLT3,!FANCG,43
14892,!FLT3,!GRIN2A,41
14893,!FLT3,!IL7R,43
14894,!FLT3,!ATR,42
14895,!FLT3,!FANCE,43
14896,!FLT3,!BCOR,43
14897,!FLT3,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,44
14898,!FLT3,!DAXX,42
14899,!FLT3,!INPP5D,43
14900,!FLT3,!PTCH1,41
14901,!FLT3,!SDHA,43
14902,!FLT3,!TFC3,43
14903,!FLT3,!TNFRSF11A,43
14904,!FLT3,!BIRC3,43
14905,!FLT3,!BRIP1,42
14906,!FLT3,!CHEK2,43
14907,!FLT3,!CHEK219,43
14908,!FLT3,!MAP3K1,43
14909,!FLT3,!MKI67,41
14910,!FLT3,!MRE11A,43
14911,!FLT3,!RPTOR,43
14912,!FLT3,!MSH3,41
14913,!FLT3,!SDHC,42
14914,!FLT3,!SRC,43
14915,!FLT3,!MDM2,43
14916,!FLT3,!TOP1,42
14917,!FLT3,!JUN,43
14918,!FLT3,!MDM4,43
14919,!FLT3,!FRS2,43
14920,!FLT3,!FRS220,44
14921,!FLT3,!HDAC4,42
14922,!FLT3,!AKT1,44
14923,!FLT3,!JAK1,43
14924,!FLT3,!MAFB,43
14925,!FLT3,!NCSTN,43
14926,!FLT3,!TGFBR2,43
14927,!FLT3,!ETV6,43
14928,!FLT3,!ETV621,43
14929,!FLT3,!IDH2,43
14930,!FLT3,!MYCN,43
14931,!FLT3,!SMARCB1,44
14932,!FLT3,!STAG2,43
14933,!FLT3,!NOTCH1,41
14934,!FLT3,!RAD50,43
14935,!FLT3,!RELN,41
14936,!FLT3,!ARAF,44
14937,!FLT3,!EZH2,43
14938,!FLT3,!NCOR2,39
14939,!FLT3,!CSF1R,42
14940,!FLT3,!MYD88,44
14941,!FLT3,!P2RY8,44
14942,!FLT3,!TAF1,44
14943,!FLT3,!CDKN2C,41
14944,!FLT3,!CIC,42
14945,!FLT3,!FAF1,41
14946,!FLT3,!IKBKE,43
14947,!FLT3,!BCORL1,43
14948,!FLT3,!KLHL6,43
14949,!FLT3,!PDGFRA,42
14950,!FLT3,!STAT6,42
14951,!FLT3,!CD36,42
14952,!FLT3,!AXIN1,43
14953,!FLT3,!AXIN122,42
14954,!FLT3,!PC,42
14955,!FLT3,!MALT1,44
14956,!FLT3,!MALT123,43
14957,!FLT3,!ARID2,43
14958,!FLT3,!CDK8,43
14959,!FLT3,!CPS1,41
14960,!FLT3,!ERBB3,43
14961,!FLT3,!MPL,41
14962,!FLT3,!PCBP1,43
14963,!FLT3,!XBP1,42
14964,!FLT3,!MUTYH,44
14965,!FLT3,!HIST1H2BK,43
14966,!FLT3,!MAPK1,44
14967,!FLT3,!MAPK124,43
14968,!FLT3,!BRSK1,43
14969,!FLT3,!CRLF2,44
14970,!FLT3,!EP300,42
14971,!FLT3,!TYK2,44
14972,!FLT3,!ZNF703,44
14973,!FLT3,!ZNF70325,44
14974,!FLT3,!FGF10,43
14975,!FLT3,!FGF1026,44
14976,!FLT3,!CUX1,43
14977,!FLT3,!HIST1H1C,44
14978,!FLT3,!PDCD1LG2,44
14979,!FLT3,!ROS1,44
14980,!FLT3,!TSC1,42
14981,!FLT3,!MLH1,43
14982,!FLT3,!ZRSR2,43
14983,!FLT3,!CXCR4,43
14984,!FLT3,!EBF1,43
14985,!FLT3,!EPHA5,42
14986,!FLT3,!SOX10,43
14987,!FLT3,!SPEN,43
14988,!FLT3,!AKT2,43
14989,!FLT3,!AKT3,43
14990,!FLT3,!CD79A,43
14991,!FLT3,!GTSE1,43
14992,!FLT3,!IGF1R,43
14993,!FLT3,!MLL,44
14994,!FLT3,!SMARCA1,44
14995,!FLT3,!BCL6,43
14996,!FLT3,!CD22,44
14997,!FLT3,!HDAC7,43
14998,!FLT3,!JAK2,43
14999,!FLT3,!JAK3,44
15000,!FLT3,!TCF3,43
15001,!FLT3,!ABL1,43
15002,!FLT3,!FGFR1,43
15003,!FLT3,!FLT4,42
15004,!FLT3,!INPP4B,42
15005,!FLT3,!MET,43
15006,!FLT3,!MET27,43
15007,!FLT3,!FGF3,44
15008,!FLT3,!FOXO1,44
15009,!FLT3,!POT1,43
15010,!FLT3,!RAD21,43
15011,!FLT3,!SERP2,44
15012,!FLT3,!SF3B1,44
15013,!FLT3,!SMC1A,44
15014,!FLT3,!MAGED1,44
15015,!FLT3,!LRRK2,43
15016,!FLT3,!TSHR,43
15017,!FLT3,!EMSY,43
15018,!FLT3,!CTNNA1,43
15019,!FLT3,!EED,42
15020,!FLT3,!EPHB1,43
15021,!FLT3,!MIB1,43
15022,!FLT3,!TUSC3,43
15023,!FLT3,!MYC,43
15024,!FLT3,!BRAF,43
15025,!FLT3,!KMT2C,43
15026,!FLT3,!NSD1,43
15027,!FLT3,!SMO,42
15028,!FLT3,!STAT4,43
15029,!FLT3,!ALK,43
15030,!FLT3,!DTX1,44
15031,!FLT3,!BCL7A,43
15032,!FLT3,!ECT2L,42
15033,!FLT3,!FLT1,43
15034,!FLT3,!FOXO3,43
15035,!FLT3,!JAZF1,43
15036,!FLT3,!KDM6A,43
15037,!FLT3,!PBRM1,43
15038,!FLT3,!PBRM128,43
15039,!FLT3,!FANCF,44
15040,!FLT3,!SETBP1,44
15041,!FLT3,!CDKN1B,42
15042,!FLT3,!APC,41
15043,!FLT3,!PTPN2,43
15044,!FLT3,!RET,43
15045,!FLT3,!DUSP2,44
15046,!FLT3,!ESR1,44
15047,!FLT3,!KDM2B,44
15048,!FLT3,!PDCD1,44
15049,FLYWCH1,None,41
15050,!FLYWCH1,MED12,3
15051,!FLYWCH1,C17orf39 amp,4
15052,!FLYWCH1,ATRX,10
15053,!FLYWCH1,PTEN,6
15054,!FLYWCH1,RICTOR ,3
15055,!FLYWCH1,IRS2 ,3
15056,!FLYWCH1,CDKN2A,5
15057,!FLYWCH1,CREBBP,4
15058,!FLYWCH1,DNMT3A,3
15059,!FLYWCH1,ARID1A,3
15060,!FLYWCH1,DDR2,4
15061,!FLYWCH1,FLCN,3
15062,!FLYWCH1,MAP2K4,4
15063,!FLYWCH1,MLL3,6
15064,!FLYWCH1,TSC2,5
15065,!FLYWCH1,CIITA,3
15066,!FLYWCH1,HIST1H1D,3
15067,!FLYWCH1,AR,3
15068,!FLYWCH1,MYO18A,3
15069,!FLYWCH1,PCLO,3
15070,!FLYWCH1,WDR90,5
15071,!FLYWCH1,SOX2,3
15072,!FLYWCH1,TLL2,3
15073,!FLYWCH1,HNF1A,3
15074,!FLYWCH1,NTRK1,6
15075,!FLYWCH1,PRKDC,3
15076,!FLYWCH1,PTCH1,3
15077,!FLYWCH1,MSH3,3
15078,!FLYWCH1,NOTCH1,3
15079,!FLYWCH1,RELN,3
15080,!FLYWCH1,NCOR2,4
15081,!FLYWCH1,APC,3
15082,!FLYWCH1,!FOXL2,40
15083,!FLYWCH1,!GNAS,40
15084,!FLYWCH1,!KDM5A,39
15085,!FLYWCH1,!MED12,38
15086,!FLYWCH1,!PDCD11,41
15087,!FLYWCH1,!SMC3,41
15088,!FLYWCH1,!PTPRD,40
15089,!FLYWCH1,!ALK-STK32B ALK FUSION,40
15090,!FLYWCH1,!C17orf39 amp,37
15091,!FLYWCH1,!C17orf39,40
15092,!FLYWCH1,!ATRX,31
15093,!FLYWCH1,!ATRX11,40
15094,!FLYWCH1,!TNFAIP3,39
15095,!FLYWCH1,!CIITA DELETION,40
15096,!FLYWCH1,!PTEN,35
15097,!FLYWCH1,!CKS1B,40
15098,!FLYWCH1,!CAD,40
15099,!FLYWCH1,!FAS,40
15100,!FLYWCH1,!CRKL,41
15101,!FLYWCH1,!MCL1,40
15102,!FLYWCH1,!FGF14,41
15103,!FLYWCH1,!FGF1412,39
15104,!FLYWCH1,!TBL1XR1,40
15105,!FLYWCH1,!FAS13,39
15106,!FLYWCH1,!CCNE1 ,40
15107,!FLYWCH1,!RICTOR ,38
15108,!FLYWCH1,!MYST3 ,40
15109,!FLYWCH1,!IRS2 ,38
15110,!FLYWCH1,!MSH2,40
15111,!FLYWCH1,!PTPRO,40
15112,!FLYWCH1,!KDR ,40
15113,!FLYWCH1,!KIT ,40
15114,!FLYWCH1,!ERBB2 ,40
15115,!FLYWCH1,!NF1 ,39
15116,!FLYWCH1,!CDKN2A,36
15117,!FLYWCH1,!FHIT,40
15118,!FLYWCH1,!CREBBP,37
15119,!FLYWCH1,!AURKB ,40
15120,!FLYWCH1,!BCL2,41
15121,!FLYWCH1,!BCL2L2 ,40
15122,!FLYWCH1,!KDM5A14,40
15123,!FLYWCH1,!DNMT3A,38
15124,!FLYWCH1,!ARID1A,38
15125,!FLYWCH1,!BTK,40
15126,!FLYWCH1,!CREBBP15,40
15127,!FLYWCH1,!DDR2,37
15128,!FLYWCH1,!FLCN,38
15129,!FLYWCH1,!FLT316,40
15130,!FLYWCH1,!GATA3,40
15131,!FLYWCH1,!GNAS17,40
15132,!FLYWCH1,!LRP1B,39
15133,!FLYWCH1,!LRP1B18,39
15134,!FLYWCH1,!MAP2K4,37
15135,!FLYWCH1,!MLL3,35
15136,!FLYWCH1,!NF1,39
15137,!FLYWCH1,!NOD1,40
15138,!FLYWCH1,!NOTCH2,40
15139,!FLYWCH1,!PDGFRB,39
15140,!FLYWCH1,!SETD2,39
15141,!FLYWCH1,!TSC2,36
15142,!FLYWCH1,!ASMTL,40
15143,!FLYWCH1,!CDK12,39
15144,!FLYWCH1,!CIITA,38
15145,!FLYWCH1,!ETS1,40
15146,!FLYWCH1,!HIST1H1D,38
15147,!FLYWCH1,!IKZF2,40
15148,!FLYWCH1,!IDH1,40
15149,!FLYWCH1,!IRF4,40
15150,!FLYWCH1,!MAP2K1,40
15151,!FLYWCH1,!MSH6,40
15152,!FLYWCH1,!SUFU,40
15153,!FLYWCH1,!AR,38
15154,!FLYWCH1,!PIK3CG,39
15155,!FLYWCH1,!ARHGAP26,40
15156,!FLYWCH1,!ATM,40
15157,!FLYWCH1,!CD274,41
15158,!FLYWCH1,!EXOSC6,40
15159,!FLYWCH1,!MYO18A,38
15160,!FLYWCH1,!PCLO,38
15161,!FLYWCH1,!PRSS8,40
15162,!FLYWCH1,!TNFRSF17,40
15163,!FLYWCH1,!WDR90,36
15164,!FLYWCH1,!GATA2,39
15165,!FLYWCH1,!MAP3K6,40
15166,!FLYWCH1,!SOX2,38
15167,!FLYWCH1,!TLL2,38
15168,!FLYWCH1,!CSF3R,41
15169,!FLYWCH1,!CTCF,41
15170,!FLYWCH1,!DNM2,41
15171,!FLYWCH1,!ERBB4,40
15172,!FLYWCH1,!HNF1A,38
15173,!FLYWCH1,!HSP90AA1,41
15174,!FLYWCH1,!NKX2-1,41
15175,!FLYWCH1,!NUP93,40
15176,!FLYWCH1,!CDKN2B,40
15177,!FLYWCH1,!DOT1L,40
15178,!FLYWCH1,!FANCC,40
15179,!FLYWCH1,!FBXW7,40
15180,!FLYWCH1,!MTOR,39
15181,!FLYWCH1,!NTRK1,35
15182,!FLYWCH1,!PRKDC,38
15183,!FLYWCH1,!STAT5B,40
15184,!FLYWCH1,!CARD11,39
15185,!FLYWCH1,!EPHA3,40
15186,!FLYWCH1,!FANCA,39
15187,!FLYWCH1,!FANCG,40
15188,!FLYWCH1,!GRIN2A,39
15189,!FLYWCH1,!IL7R,40
15190,!FLYWCH1,!ATR,39
15191,!FLYWCH1,!FANCE,40
15192,!FLYWCH1,!BCOR,40
15193,!FLYWCH1,!BCOR-C22orf46 fusion and ZC3H7B-BCOR FUSION,41
15194,!FLYWCH1,!DAXX,39
15195,!FLYWCH1,!INPP5D,40
15196,!FLYWCH1,!PTCH1,38
15197,!FLYWCH1,!SDHA,40
15198,!FLYWCH1,!TFC3,40
15199,!FLYWCH1,!TNFRSF11A,40
15200,!FLYWCH1,!BIRC3,40
15201,!FLYWCH1,!BRIP1,39
15202,!FLYWCH1,!CHEK2,40
15203,!FLYWCH1,!CHEK219,40
15204,!FLYWCH1,!MAP3K1,40
15205,!FLYWCH1,!MKI67,39
15206,!FLYWCH1,!MRE11A,40
15207,!FLYWCH1,!RPTOR,40
15208,!FLYWCH1,!MSH3,38
15209,!FLYWCH1,!SDHC,39
15210,!FLYWCH1,!SRC,40
15211,!FLYWCH1,!MDM2,40
15212,!FLYWCH1,!TOP1,39
15213,!FLYWCH1,!JUN,40
15214,!FLYWCH1,!MDM4,40
15215,!FLYWCH1,!FRS2,40
15216,!FLYWCH1,!FRS220,41
15217,!FLYWCH1,!HDAC4,39
15218,!FLYWCH1,!AKT1,41
15219,!FLYWCH1,!JAK1,40
15220,!FLYWCH1,!MAFB,40
15221,!FLYWCH1,!NCSTN,40
15222,!FLYWCH1,!TGFBR2,40
15223,!FLYWCH1,!ETV6,40
15224,!FLYWCH1,!ETV621,40
15225,!FLYWCH1,!IDH2,40
15226,!FLYWCH1,!MYCN,40
15227,!FLYWCH1,!SMARCB1,41
15228,!FLYWCH1,!STAG2,40
15229,!FLYWCH1,!NOTCH1,38
15230,!FLYWCH1,!RAD50,40
15231,!FLYWCH1,!RELN,38
15232,!FLYWCH1,!ARAF,41
15233,!FLYWCH1,!EZH2,40
15234,!FLYWCH1,!NCOR2,37
15235,!FLYWCH1,!CSF1R,39
15236,!FLYWCH1,!MYD88,41
15237,!FLYWCH1,!P2RY8,41
15238,!FLYWCH1,!TAF1,41
15239,!FLYWCH1,!CDKN2C,39
15240,!FLYWCH1,!CIC,39
15241,!FLYWCH1,!FAF1,39
15242,!FLYWCH1,!IKBKE,40
15243,!FLYWCH1,!BCORL1,40
15244,!FLYWCH1,!KLHL6,40
15245,!FLYWCH1,!PDGFRA,39
15246,!FLYWCH1,!STAT6,40
15247,!FLYWCH1,!CD36,40
15248,!FLYWCH1,!AXIN1,40
15249,!FLYWCH1,!AXIN122,39
15250,!FLYWCH1,!PC,39
15251,!FLYWCH1,!MALT1,41
15252,!FLYWCH1,!MALT123,40
15253,!FLYWCH1,!ARID2,41
15254,!FLYWCH1,!CDK8,41
15255,!FLYWCH1,!CPS1,39
15256,!FLYWCH1,!ERBB3,41
15257,!FLYWCH1,!MPL,39
15258,!FLYWCH1,!PCBP1,41
15259,!FLYWCH1,!XBP1,40
15260,!FLYWCH1,!MUTYH,41
15261,!FLYWCH1,!HIST1H2BK,40
15262,!FLYWCH1,!MAPK1,41
15263,!FLYWCH1,!MAPK124,40
15264,!FLYWCH1,!BRSK1,40
15265,!FLYWCH1,!CRLF2,41
15266,!FLYWCH1,!EP300,39
15267,!FLYWCH1,!TYK2,41
15268,!FLYWCH1,!ZNF703,41
15269,!FLYWCH1,!ZNF70325,41
15270,!FLYWCH1,!FGF10,40
15271,!FLYWCH1,!FGF1026,41
15272,!FLYWCH1,!CUX1,40
